fiscalDateEnding,reportedEPS
1996-12-31,3.05
1997-12-31,3.11
1998-12-31,2.82
1999-12-31,2.91
2000-12-31,3.34
2001-12-31,3.46
2002-12-31,3.03
2003-12-31,2.95
2004-12-31,2.82
2005-12-31,3.13
2006-12-31,2.79
2007-12-31,3.29
2008-12-31,2.93
2009-12-31,2.82
2010-12-31,2.75
2011-12-31,2.55
2012-12-31,2.42
2013-12-31,2.1
2014-12-31,2.41
2015-12-31,2.56
2016-12-31,2.69
2017-12-31,2.84
2018-12-31,3.37
2019-12-31,3.35
2020-12-31,3.5
2021-12-31,3.84
2022-12-31,4.14
2023-12-31,4.37
2024-12-31,4.59
2025-12-31,5.35
