fiscalDateEnding,reportedEPS
1996-12-31,1.48
1997-12-31,1.72
1998-12-31,1.63
1999-12-31,1.87
2000-12-31,2.58
2001-12-31,1.05
2002-12-31,1.11
2003-12-31,1.41
2004-12-31,2
2005-12-31,2.36
2006-12-31,2.94
2007-12-31,3.26
2008-12-31,3.66
2009-12-31,2
2010-12-31,3.48
2011-12-31,4.39
2012-12-31,4.59
2013-12-31,5.28
2014-12-31,4.66
2015-12-31,3.64
2016-12-31,2.82
2017-12-31,4.03
2018-12-31,5.25
2019-12-31,5.94
2020-12-31,5.67
2021-12-31,7.63
2022-12-31,8.46
2023-12-31,8.79
2024-12-31,8.78
2025-12-31,9.62
2026-03-31,2.28
