fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,205007,None,None,None,None,1030444,0,None,None,None,-32114070,2297898,None,None,None,None,1162913,1162913,None,None,None,None,None,None,None,None,None,2907295
2006-03-31,USD,7224732,None,None,None,None,1006467,39043587,None,None,None,-7134232,-53305,None,None,None,None,1296344,1296344,None,None,None,None,None,None,None,None,None,1819139
2006-06-30,USD,4110520,None,None,None,None,1326124,4921452,None,None,None,-4921452,-649955,None,None,None,None,1297620,1297620,None,None,None,None,None,None,890695,None,None,3566216
2006-09-30,USD,7822192,None,None,None,None,1072215,11669602,None,None,None,-11750648,-1300623,None,None,None,None,1300623,1300623,None,None,None,None,None,None,None,None,None,4960137
2006-12-31,USD,5274669,None,None,None,None,2105476,11624880,None,None,None,-6610502,-948097,None,None,None,None,1299695,1299695,None,None,None,None,None,None,None,None,None,5635652
2007-03-31,USD,5669859,None,None,None,None,2572721,119959277,None,None,None,-131401133,73962569,None,None,None,None,1541430,1541430,None,None,None,None,None,None,None,None,None,3438615
2007-06-30,USD,5580575,None,None,None,None,2518268,1089094,None,None,None,-2629024,60722641,None,None,None,None,1579455,1579455,None,None,None,None,None,None,None,None,None,5686076
2007-09-30,USD,13260000,None,None,None,None,2402000,411000,None,None,None,-3479000,-1810000,None,None,None,None,1870000,1870000,None,None,None,None,None,None,-510000,None,None,5538000
2007-12-31,USD,3850000,None,None,None,None,3606000,1900000,None,None,None,-1821000,102811000,None,None,None,None,1885000,1885000,None,None,None,None,None,None,559000,None,None,5290000
2008-03-31,USD,11595000,None,None,None,None,5925179,13628000,None,None,None,-13647000,-9778000,None,None,None,None,4916000,4916000,None,None,None,None,None,None,1629821,None,None,6209000
2008-06-30,USD,10413000,None,None,None,None,6431000,3270000,None,None,None,-431000,-1770000,None,None,None,None,2384000,2384000,None,None,None,None,None,None,664000,None,None,7860000
2008-09-30,USD,21586000,None,None,None,None,4423000,5000,None,None,None,-4924000,1116000,None,None,None,None,2384000,2384000,None,None,None,None,None,None,None,None,None,5749000
2008-12-31,USD,619000,None,None,None,None,8537000,186105000,None,None,None,-153263000,-2129000,None,None,None,None,2384000,2384000,None,None,None,None,None,None,None,None,None,21935000
2009-03-31,USD,-800000,None,None,None,None,None,186095000,None,None,None,1673000,-5375000,None,None,None,None,5396000,5396000,None,None,None,None,None,None,638000,None,None,5415000
