fiscalDateEnding,reportedEPS
1997-12-31,7.47
1998-12-31,12.5156
1999-12-31,6.5151
2000-12-31,8.2909
2001-12-31,-4.3926
2002-12-31,5.1766
2003-12-31,6.4355
2004-12-31,5.8315
2005-12-31,7.5961
2006-12-31,12.8738
2007-12-31,10.7957
2008-12-31,-52.8134
2009-12-31,1.1048
2010-12-31,9.29
2011-12-31,14.45
2012-12-31,12.9242
2013-12-31,5.5487
2014-12-31,-5.2149
2015-12-31,3.189
2016-12-31,0.7203
2017-12-31,4.88
2018-12-31,5
2019-12-31,5.67
2020-12-31,2.11
2021-12-31,6.7
2022-12-31,10.08
2023-12-31,-5.2918
2024-12-31,4.5732
2025-12-31,2.878
2026-03-31,0
