fiscalDateEnding,reportedEPS
1996-12-31,2.1
1997-12-31,2.34
1998-12-31,2.77
1999-12-31,2.65
2000-12-31,2.36
2001-12-31,2.44
2002-12-31,2.53
2003-12-31,1.65
2004-12-31,1.65
2005-12-31,1.78
2006-12-31,1.82
2007-12-31,2.2
2008-12-31,2.51
2009-12-31,2.57
2010-12-31,2.7
2011-12-31,2.96
2012-12-31,3.14
2013-12-31,3.32
2014-12-31,3.55
2015-12-31,3.64
2016-12-31,3.93
2017-12-31,4.29
2018-12-31,5.21
2019-12-31,5.44
2020-12-31,4.94
2021-12-31,4.35
2022-12-31,6.21
2023-12-31,7.66
2024-12-31,8.44
2025-12-31,7.97
2026-03-31,0
