fiscalDateEnding,reportedEPS
1996-12-31,1.15
1997-12-31,1.31
1998-12-31,1.18
1999-12-31,1.23
2000-12-31,1.45
2001-12-31,1.66
2002-12-31,1.96
2003-12-31,2.17
2004-12-31,1.7
2005-12-31,1.96
2006-12-31,3
2007-12-31,3.38
2008-12-31,3.67
2009-12-31,3.71
2010-12-31,4.13
2011-12-31,4.41
2012-12-31,4.1
2013-12-31,4.37
2014-12-31,4.63
2015-12-31,4.56
2016-12-31,3.49
2017-12-31,5.23
2018-12-31,5.65
2019-12-31,5.52
2020-12-31,5.52
2021-12-31,6.25
2022-12-31,6.79
2023-12-31,7.62
2024-12-31,8.16
2025-12-31,8.15
2026-03-31,1.61
