fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,831000,None,None,None,None,410000,111000,None,897000,None,-274000,22000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,192000
2006-03-31,USD,1264000,None,None,None,None,383000,118000,None,-36000,None,-118000,-19000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,340000
2006-06-30,USD,2224000,None,None,None,None,377000,230000,None,-232000,None,-230000,16000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1942000
2006-09-30,USD,1614000,None,None,None,None,368000,203000,None,-248000,None,-165000,79000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,508000
2006-12-31,USD,1254000,None,None,None,None,670000,258000,None,629000,None,-255000,69000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,81000
2007-03-31,USD,-645000,None,None,None,None,435000,130000,None,-544000,None,-130000,-2000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1221000
2007-06-30,USD,-1666000,None,None,None,None,433000,126000,None,74000,None,-126000,-2000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1086000
2007-09-30,USD,97000,None,None,None,None,420000,265000,None,603000,None,-199000,15000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-252000
2007-12-31,USD,1614000,None,None,None,None,403000,161000,None,1055000,None,-161000,-2000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-4180000
2008-03-31,USD,-452000,None,None,None,None,350000,100000,None,-534000,None,-100000,-1000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1326000
2008-06-30,USD,-385000,None,None,None,None,360000,141000,None,464000,None,-141000,-2000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1357000
2008-09-30,USD,-803000,None,None,None,None,368000,21000,None,681000,None,-341000,-2000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-2032000
2008-12-31,USD,-1294000,None,None,None,None,-5000,138000,None,559000,None,None,-1000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-4418000
