fiscalDateEnding,reportedEPS
1996-12-31,0.43
1997-12-31,0.52
1998-12-31,0.62
1999-12-31,0.62
2000-12-31,0.8
2001-12-31,1.02
2002-12-31,1.38
2003-12-31,1.56
2004-12-31,1.32
2005-12-31,1.27
2006-12-31,1.33
2007-12-31,1.54
2008-12-31,1.92
2009-12-31,2.5
2010-12-31,2.54
2011-12-31,3.96
2012-12-31,4.16
2013-12-31,4.55
2014-12-31,5.78
2015-12-31,6.87
2016-12-31,7.32
2017-12-31,7.68
2018-12-31,9.52
2019-12-31,9.99
2020-12-31,11.13
2021-12-31,11.82
2022-12-31,9.91
2023-12-31,10.55
2024-12-31,16.64
2025-12-31,21.76
2026-03-31,5.62
