fiscalDateEnding,reportedEPS
1996-09-30,0.82
1997-09-30,0.97
1998-09-30,0.86
1999-09-30,0.6255
2000-09-30,0.6
2001-09-30,0.8688
2002-09-30,1.13
2003-09-30,1.29
2004-09-30,1.71
2005-09-30,1.55
2006-09-30,1.66
2007-09-30,0.71
2008-09-30,-0.36
2009-09-30,0.37
2010-09-30,0.2
2011-09-30,0.33
2012-09-30,0.28
2013-09-30,0.29
2014-09-30,0.51
2015-09-30,0.73
2016-09-30,0.85
2017-09-30,0.87
2018-09-30,0.77
2019-09-30,1.08
2020-09-30,1.62
2021-09-30,1.87
2022-09-30,4.08
2023-09-30,4.55
2024-09-30,5.13
2025-09-30,5.66
2026-03-31,1.45
