fiscalDateEnding,reportedEPS
1996-12-31,2.02
1997-12-31,2.27
1998-12-31,2.46
1999-12-31,1.93
2000-12-31,1.87
2001-12-31,2.24
2002-12-31,2.5
2003-12-31,2.46
2004-12-31,3.02
2005-12-31,3.68
2006-12-31,4.08
2007-12-31,4.98
2008-12-31,6.17
2009-12-31,5.29
2010-12-31,6.81
2011-12-31,9.04
2012-12-31,10.43
2013-12-31,11.51
2014-12-31,12.26
2015-12-31,11.89
2016-12-31,11.58
2017-12-31,11.46
2018-12-31,16.7
2019-12-31,17.31
2020-12-31,16.17
2021-12-31,19.84
2022-12-31,29.67
2023-12-31,36.65
2024-12-31,38.96
2025-12-31,39.48
2026-03-31,0
