fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,436753000,None,None,None,None,118568000,136764000,None,-33839000,None,-139746000,-492873000,None,None,None,None,97896000,97896000,None,None,None,None,-472787000,None,33754000,None,None,383399000
2007-12-31,USD,468875000,None,None,None,None,131999000,197423000,None,-97234000,None,-196957000,-513887000,None,None,None,None,113093000,113093000,None,None,None,None,-647293000,None,35551000,None,None,420120000
2008-12-31,USD,530477000,None,None,None,None,139570000,181356000,None,-92518000,None,-202635000,-37221000,None,None,None,None,121504000,121504000,None,None,None,None,-394247000,None,45945000,None,None,475355000
2009-12-31,USD,732396000,None,None,None,None,147531000,140730000,2794000,175286000,None,-262563000,-413530000,None,None,None,None,134684000,134684000,None,None,None,None,-372727000,None,40407000,63581000,7278000,430772000
2010-12-31,USD,596445000,None,None,None,None,149678000,120616000,-127790000,-80545000,None,-169159000,-578587000,None,None,None,None,152338000,152338000,None,None,None,None,-504803000,None,47221000,-146417000,4884000,513582000
2011-12-31,USD,723687000,None,None,None,None,149200000,189664000,-85083000,-219680000,None,-535070000,-177446000,None,None,None,None,180527000,180527000,None,None,None,None,-151082000,None,54020000,22037000,-11557000,666412000
2012-12-31,USD,816195000,None,None,None,None,159049000,249860000,-45953000,-14872000,None,-305656000,-394436000,None,None,None,None,220077000,220077000,None,None,None,None,-340532000,None,55500000,116572000,469000,698849000
2013-12-31,USD,986498000,None,None,None,None,180613000,272145000,-126465000,-23636000,None,-399427000,-590869000,None,None,None,None,255466000,255466000,None,None,None,None,-438473000,None,55590000,-21419000,-17621000,807749000
2014-12-31,USD,959814000,None,None,None,None,208326000,387390000,-122580000,-101547000,None,-384058000,-758123000,None,None,None,None,291395000,291395000,None,None,None,None,-525120000,None,49032000,-204000000,-21633000,812296000
2015-12-31,USD,1011657000,None,None,None,None,227967000,373868000,-3085000,-36069000,None,-835257000,-144801000,None,None,None,None,306474000,306474000,None,None,None,None,-1400071000,None,46861000,63492000,-20503000,785174000
2016-12-31,USD,1002976000,None,None,None,None,249000000,284249000,-45600000,-4403000,None,-262264000,-754532000,None,None,None,None,303000000,303000000,None,None,None,None,-790000000,None,35735000,-15990000,-2170000,633000000
2017-12-31,USD,1056557000,None,None,None,None,264000000,237283000,-103126000,-4915000,None,-146083000,-866544000,None,None,None,None,304000000,304000000,None,None,None,None,-605000000,None,32661000,52730000,9404000,623000000
2018-12-31,USD,1057000000,None,None,None,None,257000000,239000000,-79000000,-129000000,None,-166000000,-670000000,None,None,None,None,316000000,316000000,None,None,None,None,-425000000,None,47000000,211000000,-10000000,823000000
2019-12-31,USD,1042000000,None,None,None,None,229000000,221000000,-42000000,-106000000,None,-202000000,-1023000000,None,None,None,None,328000000,328000000,None,None,None,None,-700000000,None,40000000,-178000000,5000000,895000000
2020-12-31,USD,1123000000,None,None,None,None,182000000,197000000,-121000000,-158000000,None,-179000000,-726000000,None,None,None,None,338000000,338000000,None,None,None,None,-601000000,None,46000000,218000000,None,755000000
2021-12-31,USD,937000000,None,None,None,None,185000000,255000000,None,-152000000,None,-226000000,-1039000000,None,None,None,None,357000000,357000000,None,None,None,None,-695000000,None,42000000,-328000000,None,1114000000
2022-12-31,USD,1333000000,None,None,None,None,217000000,256000000,-436000000,-412000000,None,-263000000,-972000000,None,None,None,None,370000000,370000000,None,None,None,None,-603000000,None,48000000,98000000,None,1613000000
2023-12-31,USD,2031000000,None,None,None,None,214000000,445000000,None,-16000000,None,-422000000,-1278000000,None,None,None,None,392000000,392000000,None,None,None,None,-850000000,None,62000000,None,None,1903000000
2024-12-31,USD,2111000000,None,None,None,None,237000000,541000000,None,-77000000,None,-520000000,-1180000000,None,None,None,None,421000000,421000000,None,None,None,None,-1201000000,None,62000000,None,None,1989000000
2025-12-31,USD,2015000000,None,None,None,None,254000000,684000000,None,-147000000,None,-645000000,-1825000000,None,None,None,None,467000000,467000000,None,None,None,None,-1045000000,None,64000000,None,None,1808000000
