fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2005-12-31,USD,225282000,154123000,61737000,61737000,75089000,3854000,71159000,23889000,None,34355000,34355000,21521000,None,None,None,13443000,None,133083000,98771000,59514000,None,None,70000,34312000,None,154000,None,None,224000,34952000,None,92199000,None,3697000,126000,12534188
2006-03-31,USD,285113000,214818000,82522000,82522000,103926000,14878000,70295000,23249000,None,12686000,12686000,21521000,None,None,None,13492000,None,171230000,136337000,90696000,None,None,69000,34893000,None,137000,None,None,206000,33729000,None,113883000,None,24692000,126000,12772000
2006-06-30,USD,356920000,286987000,143080000,143080000,113101000,15988000,69933000,22597000,None,12539000,12539000,21521000,None,None,None,14818000,None,204046000,169239000,119542000,None,None,66000,34807000,None,123000,None,None,189000,38588000,None,152874000,None,60915000,126000,12787789
2006-09-30,USD,402719000,336982000,184705000,184705000,124269000,13353000,65737000,22468000,None,12391000,12391000,21521000,None,None,None,14655000,None,212974000,186104000,139085000,None,None,None,26870000,None,108000,None,None,108000,37445000,None,189745000,None,97330000,126000,12782562
2006-12-31,USD,419981000,343545000,212026000,212026000,106643000,11369000,76436000,25905000,None,5673000,5673000,21521000,None,None,None,13507000,None,216112000,156988000,103038000,None,None,20189000,59124000,None,93000,None,None,93000,44134000,None,203869000,None,130535000,127000,12597791
2007-03-31,USD,424241000,346242000,184455000,184455000,79281000,67675000,77999000,27148000,None,5525000,5525000,21521000,None,None,None,14831000,None,222815000,160483000,103121000,None,None,None,62332000,None,None,None,None,93000,40732000,None,201426000,-23457000,150787000,127000,12744575
2007-06-30,USD,370170000,293189000,175434000,175434000,85629000,16328000,76981000,27462000,None,5378000,5378000,21521000,None,None,None,15798000,None,159674000,101523000,56979000,None,None,None,58151000,None,None,None,None,None,40237000,None,210496000,-23182000,161498000,127000,12307011
2007-09-30,USD,346660000,269314000,175338000,175338000,64144000,14290000,77346000,27732000,None,5230000,5230000,21521000,None,None,None,15542000,None,147341000,89284000,44528000,None,None,None,58057000,None,None,None,None,None,38661000,None,199319000,-43597000,169456000,127000,11955827
2007-12-31,USD,355884000,280697000,197042000,197042000,49845000,13068000,75187000,26921000,None,26604000,26604000,21521000,None,None,None,20742000,None,157812000,95520000,39525000,None,None,15539000,62292000,None,28000,None,None,None,55995000,None,198072000,-43597000,152129000,127000,11739799
2008-03-31,USD,362292000,282100000,161747000,161747000,84141000,6295000,80192000,27292000,None,26455000,26455000,21521000,None,None,None,29917000,None,174728000,103720000,60851000,None,None,None,71008000,None,None,None,None,None,42869000,None,187564000,-41630000,140490000,127000,11739799
2008-06-30,USD,409853000,328333000,150855000,150855000,95158000,6806000,81520000,27717000,None,26308000,26308000,21521000,None,None,None,75514000,None,221949000,140606000,106105000,None,None,23205000,81343000,None,None,None,None,None,34501000,None,187904000,-39726000,139603000,127000,11780327
2008-09-30,USD,458080000,336047000,128053000,128053000,114386000,68320000,122033000,65340000,None,26160000,26160000,21521000,None,None,None,12236000,None,262828000,188076000,120583000,None,None,3352000,74752000,None,None,None,None,None,41560000,None,195252000,-39807000,146278000,127000,11841236
2008-12-31,USD,389154000,273383000,129192000,129192000,31644000,73120000,115771000,65553000,None,26014000,26014000,21521000,None,None,None,39427000,None,192125000,102662000,47328000,None,None,9734000,89463000,None,None,None,None,None,55334000,None,196928000,-38871000,153890000,127000,11849768
2009-03-31,USD,357763000,235719000,91265000,91265000,43575000,18383000,122044000,76179000,None,25865000,25865000,21521000,None,None,4238000,82496000,None,158398000,69980000,42021000,None,None,12621000,88418000,None,None,None,None,None,27959000,None,199365000,-38397000,155769000,127000,11852480
2009-06-30,USD,362446000,245295000,152351000,152351000,40598000,6139000,117151000,71236000,None,25718000,25718000,21521000,None,None,30549000,46207000,None,148613000,60442000,28892000,None,None,18106000,88171000,None,None,None,None,None,31550000,None,213780000,-36997000,169672000,127000,11863999
2009-09-30,USD,347263000,227790000,113691000,113691000,56191000,2259000,119473000,81186000,None,25570000,25570000,21521000,None,None,31975000,35663000,None,132347000,56442000,27604000,None,None,17939000,75905000,None,None,None,None,None,28838000,None,214745000,-36926000,170027000,127000,11875748
2009-12-31,USD,335566000,203399000,98015000,98015000,40800000,3728000,132167000,86941000,None,25423000,25423000,21521000,None,None,29976000,30880000,None,129313000,49344000,16948000,None,None,7118000,79969000,None,None,None,None,None,32396000,None,206166000,-37123000,163761000,127000,11875329
2010-03-31,USD,351242000,217633000,104080000,104080000,37343000,4805000,133609000,87792000,None,25275000,25275000,21521000,None,None,38115000,12933000,None,148689000,69163000,13311000,None,None,15792000,79526000,None,None,None,None,None,38193000,None,202473000,-37315000,159751000,127000,11875329
2010-06-30,USD,345139000,205733000,90144000,90144000,32616000,4259000,139406000,86823000,None,25128000,25128000,21521000,None,None,39989000,21659000,None,143335000,64114000,12365000,None,None,13308000,79221000,None,None,None,None,None,34813000,None,201739000,-36948000,158446000,127000,11896312
2010-09-30,USD,331762000,187790000,95711000,95711000,48243000,7103000,143972000,85304000,None,24980000,24980000,21521000,None,None,6686000,30047000,None,134158000,56404000,18799000,None,None,15330000,77754000,None,None,None,None,None,37605000,None,197548000,-37001000,153750000,127000,11906193
