fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,948506000,None,None,None,None,421645000,1180579000,None,-7441000,None,-1849078000,879707000,None,None,None,None,124460000,124460000,None,None,None,None,-164582000,None,None,None,None,633922000
2007-12-31,USD,1268694000,None,None,None,None,483066000,1317381000,None,-19424000,None,-1170558000,36611000,None,None,None,None,98298000,98298000,None,None,None,None,-164582000,None,None,None,None,603405000
2008-12-31,USD,1071255000,None,None,None,None,520353000,2223534000,None,-140000,None,-1977249000,1083386000,None,None,None,None,128045000,128045000,None,None,None,None,None,None,None,None,None,573722000
2009-12-31,USD,844881000,None,None,None,None,568214000,2477549000,None,-11295000,None,-2274457000,1312206000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,162421000
2010-12-31,USD,1663019000,None,None,None,None,643716000,2187189000,146498000,-20274000,None,-2287918000,756960000,None,None,None,None,0,0,None,None,None,None,26158000,None,None,135310000,3249000,515653000
2011-12-31,USD,1455739000,None,None,None,None,702426000,1173626000,87872000,-18423000,None,-924565000,-676515000,None,None,None,None,21707000,21707000,None,None,None,None,19463000,None,None,-157743000,-12402000,607421000
2012-12-31,USD,1381734000,None,None,None,None,730493000,1291499000,8026000,-1645000,None,-1263323000,-179617000,None,None,None,None,117707000,117707000,None,None,None,None,15146000,None,24153000,-67331000,-6125000,18287000
2013-12-31,USD,1412068000,None,None,None,None,754711000,763777000,-95401000,-4321000,None,-824538000,-576626000,None,None,None,None,143629000,143629000,None,None,None,None,30125000,None,21178000,9832000,-1072000,473692000
2014-12-31,USD,1743759000,None,None,None,None,772445000,1811398000,-100095000,26254000,None,-1770378000,17480000,None,None,None,None,198952000,198952000,None,None,None,None,-236074000,None,26116000,-15446000,-6307000,764146000
2015-12-31,USD,1946366000,None,None,None,None,827008000,1613340000,63102000,1197000,None,-1742975000,-253512000,None,None,None,None,280212000,280212000,None,None,None,None,-200000000,None,36073000,-67676000,-17555000,665783000
2016-12-31,USD,2516690000,None,None,None,None,894915000,2494363000,4759000,-1679000,None,-2724892000,243809000,None,None,None,None,346487000,346487000,None,None,None,None,-299960000,None,32659000,11038000,-24569000,1283388000
2017-12-31,USD,2874566000,None,None,None,None,951194000,564138000,-32043000,2424000,None,-213592000,-2675796000,None,None,None,None,437455000,437455000,None,None,None,None,-224998000,None,69459000,-12491000,2331000,1625133000
2018-12-31,USD,3479139000,None,None,None,None,1033697000,3660028000,-9573000,-23849000,None,-4489158000,1198073000,None,None,None,None,527494000,527494000,None,None,None,None,-575039000,None,46061000,167740000,-20314000,1815792000
2019-12-31,USD,3716366000,None,None,None,None,1245942000,3024663000,-9898000,-8533000,None,-3091406000,-670371000,None,None,None,None,602674000,602674000,None,None,None,None,-99582000,None,75930000,-45411000,None,1907600000
2020-12-31,USD,-3731653000,None,None,None,None,1279254000,1965131000,121055000,27077000,None,-2178566000,9349788000,None,None,None,None,326421000,326421000,None,None,None,None,20313005000,None,39779000,3439569000,None,-5775130000
2021-12-31,USD,-1878000000,None,None,None,None,1293000000,2230000000,-181707000,-35000000,None,-2145000000,3041000000,None,None,None,None,0,0,None,None,None,None,1621860000,None,64000000,-981977000,None,-5260000000
2022-12-31,USD,481000000,None,None,None,None,1407000000,2710000000,-234348000,-74000000,None,-2987000000,1741000000,None,None,None,None,0,0,None,None,None,None,0,None,36000000,-764936000,None,-2156000000
2023-12-31,USD,4477000000,None,None,None,None,1455000000,3897000000,None,-24000000,None,-3923000000,-1993000000,None,None,None,None,0,0,None,None,None,None,0,None,126000000,None,None,1704000000
2024-12-31,USD,5265000000,None,None,None,None,1600000000,3268000000,None,-17000000,None,-3446000000,-1922000000,None,None,None,None,107000000,107000000,None,None,None,None,0,None,267000000,None,None,2896000000
2025-12-31,USD,6465000000,None,None,None,None,1718000000,5229000000,None,0,None,-5012000000,-1018000000,None,None,None,None,264000000,264000000,None,None,None,None,-1159000000,None,175000000,None,None,4291000000
