fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-03-31,USD,38687000,None,None,None,None,11005000,5465000,None,None,None,-19750000,-15952000,None,None,None,None,4187000,4187000,None,None,None,None,None,None,2926000,None,None,40258000
2006-06-30,USD,63033000,None,None,None,None,11400000,7335000,None,None,None,-107239000,47989000,None,None,None,None,4241000,4241000,None,None,None,None,None,None,None,None,None,46468000
2006-09-30,USD,58907000,None,None,None,None,11966000,5411000,None,None,None,-13431000,-38940000,None,None,None,None,4174000,4174000,None,None,None,None,-15608000,None,1344000,None,None,47371000
2006-12-31,USD,65340000,None,None,None,None,11558000,10945000,None,None,None,-65605000,-3051000,None,None,None,None,6230000,6230000,None,None,None,None,-5467000,None,12441000,None,None,47837000
2007-03-31,USD,54847000,None,None,None,None,12153000,8496000,None,None,None,-8417000,-38526000,None,None,None,None,6382000,6382000,None,None,None,None,-2881000,None,4636000,None,None,50900000
2007-06-30,USD,65082000,None,None,None,None,12204000,8654000,None,None,None,-109096000,62163000,None,None,None,None,6409000,6409000,None,None,None,None,None,None,3038000,None,None,58013000
2007-09-30,USD,61956000,None,None,None,None,13269000,7337000,None,None,None,-96503000,28992000,None,None,None,None,6417000,6417000,None,None,None,None,-2556000,None,-6723000,None,None,57244000
2007-12-31,USD,96638000,None,None,None,None,15039000,13133000,None,None,None,-120645000,121469000,None,None,None,None,6540000,6540000,None,None,None,None,None,None,15530000,None,None,61863000
2008-03-31,USD,76503000,None,None,None,None,14164000,8975000,None,None,None,-81474000,-54181000,None,None,None,None,6319000,6319000,None,None,None,None,-43537000,None,-1482000,None,None,66357000
2008-06-30,USD,65299000,None,None,None,None,15912000,10936000,None,None,None,-211527000,172914000,None,None,None,None,6400000,6400000,None,None,None,None,-13907000,None,1482000,None,None,65842000
2008-09-30,USD,62786000,None,None,None,None,16206000,11121000,None,None,None,-126460000,95959000,None,None,None,None,6330000,6330000,None,None,None,None,None,None,None,None,None,70924000
2008-12-31,USD,42677000,None,None,None,None,16979000,13183000,None,None,None,-77161000,-41229000,None,None,None,None,6636000,6636000,None,None,None,None,None,None,20186000,None,None,43829000
