fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,225967000,None,None,None,None,45929000,29156000,None,-6225000,None,-206025000,-9954000,None,None,None,None,18832000,18832000,None,None,None,None,-21075000,None,12441000,None,None,181934000
2007-12-31,USD,278523000,None,None,None,None,52665000,37620000,None,194000,None,-334661000,174098000,None,None,None,None,25748000,25748000,None,None,None,None,-5437000,None,15530000,None,None,228020000
2008-12-31,USD,247265000,None,None,None,None,63261000,44215000,None,-35180000,None,-496622000,173463000,None,None,None,None,25685000,25685000,None,None,None,None,-57444000,None,20186000,None,None,246952000
2009-12-31,USD,364671000,None,None,None,None,65500000,33062000,87146000,83622000,None,-106344000,-102519000,None,None,None,None,25579000,25579000,None,None,None,None,0,None,13502000,159376000,3568000,205770000
2010-12-31,USD,423013000,None,None,None,None,72896000,39183000,-43179000,7334000,None,-566823000,62629000,None,None,None,None,28554000,28554000,None,None,None,None,-78609000,None,16596000,-83148000,-1967000,283932000
2011-12-31,USD,508565000,None,None,None,None,86532000,50816000,-12450000,-11923000,None,-526453000,31858000,None,None,None,None,38366000,38366000,None,None,None,None,-59336000,None,22147000,7184000,-6786000,384464000
2012-12-31,USD,612464000,None,None,None,None,105471000,57427000,-4225000,29555000,None,-803731000,174539000,None,None,None,None,53083000,53083000,None,None,None,None,-4642000,None,19384000,-12408000,4320000,459132000
2013-12-31,USD,660659000,None,None,None,None,118657000,63314000,5247000,-1790000,None,-460333000,-70284000,None,None,None,None,58405000,58405000,None,None,None,None,-8467000,None,21591000,137219000,7177000,516999000
2014-12-31,USD,725962000,None,None,None,None,138584000,71327000,-35258000,11626000,None,-641633000,24139000,None,None,None,None,80551000,80551000,None,None,None,None,-245283000,None,19871000,82412000,-26056000,584460000
2015-12-31,USD,672540000,None,None,None,None,149460000,69083000,-6995000,-12007000,None,-425557000,-216964000,None,None,None,None,85988000,85988000,None,None,None,None,-435400000,None,23762000,3390000,-26629000,590859000
2016-12-31,USD,756835000,None,None,None,None,179716000,63280000,14773000,38666000,None,-452367000,57054000,None,None,None,None,83267000,83267000,None,None,None,None,-336140000,None,22030000,336254000,-25268000,512158000
2017-12-31,USD,833259000,None,None,None,None,183227000,75074000,-24581000,-6087000,None,-625817000,-329171000,None,None,None,None,82735000,82735000,None,None,None,None,-6867000,None,25091000,-70959000,50770000,681470000
2018-12-31,USD,925518000,None,None,None,None,199490000,82076000,-13383000,-59472000,None,-1210044000,13040000,None,None,None,None,128911000,128911000,None,None,None,None,-367678000,None,27315000,-292325000,-20839000,777933000
2019-12-31,USD,1114422000,None,None,None,None,234042000,102346000,14398000,16410000,None,-1150925000,72913000,None,None,None,None,127496000,127496000,None,None,None,None,-11924000,None,40394000,39055000,2645000,861297000
2020-12-31,USD,1280980000,None,None,None,None,255275000,74199000,163471000,77448000,None,61630000,-539436000,None,None,None,None,165035000,165035000,None,None,None,None,-4685000,None,41565000,819792000,16618000,872439000
2021-12-31,USD,1160457000,None,None,None,None,292112000,110671000,-172791000,-129593000,None,-2055842000,39337000,None,None,None,None,184595000,184595000,None,None,None,None,-14711000,None,46103000,-866050000,-10002000,990053000
2022-12-31,USD,1149373000,None,None,None,None,319427000,139005000,-86713000,-322467000,None,-552760000,-575699000,None,None,None,None,202169000,202169000,None,None,None,None,-332821000,None,47375000,20914000,None,1159542000
2023-12-31,USD,1735296000,None,None,None,None,337636000,136249000,None,56619000,None,-2376430000,697283000,None,None,None,None,230329000,230329000,None,None,None,None,-7772000,None,46199000,None,None,1313188000
2024-12-31,USD,1828848000,None,None,None,None,382927000,127075000,None,72997000,None,-244808000,-1602454000,None,None,None,None,258782000,258782000,None,None,None,None,-212027000,None,47863000,None,None,1376124000
2025-12-31,USD,1801763000,None,None,None,None,422804000,130248000,None,-26779000,None,-1062770000,-686322000,None,None,None,None,285345000,285345000,None,None,None,None,-434048000,None,47767000,None,None,1480142000
