date,dividend
1986-12-04,0.024661
1987-03-03,0.024661
1987-05-29,0.024661
1987-08-25,0.027401
1987-12-04,0.027401
1988-03-04,0.027401
1988-05-26,0.030141
1988-08-29,0.030141
1988-12-01,0.030141
1989-03-08,0.032881
1989-05-24,0.032881
1989-08-28,0.038361
1989-12-01,0.038361
1990-03-01,0.038361
1990-05-25,0.041102
1990-08-28,0.041102
1990-11-30,0.041102
1991-03-07,0.041102
1991-05-24,0.043842
1991-08-27,0.043842
1991-12-06,0.045212
1992-03-09,0.049322
1992-05-29,0.049322
1992-08-25,0.049322
1992-11-27,0.049322
1993-03-09,0.049322
1993-05-27,0.053432
1993-08-24,0.053432
1993-11-29,0.055487
1994-03-08,0.055487
1994-05-31,0.061652
1994-08-23,0.061652
1994-12-01,0.061652
1995-03-06,0.061652
1995-06-08,0.067818
1995-08-24,0.067818
1995-12-04,0.067818
1996-03-07,0.067818
1996-05-30,0.073983
1996-08-29,0.073983
1996-12-03,0.073983
1997-02-27,0.073983
1997-06-10,0.080148
1997-09-03,0.080148
1997-12-05,0.080148
1998-03-06,0.080148
1998-06-08,0.086313
1998-09-08,0.086313
1998-12-04,0.086313
1999-03-10,0.086313
1999-06-08,0.092478
1999-09-07,0.092478
1999-12-13,0.092478
2000-03-13,0.092478
2000-06-13,0.098644
2000-09-13,0.098644
2000-12-13,0.098644
2001-03-13,0.098644
2001-06-13,0.098644
2001-09-17,0.098644
2001-12-12,0.098644
2002-03-13,0.098644
2002-06-12,0.098644
2002-09-11,0.098644
2002-12-11,0.098644
2003-03-12,0.098644
2003-06-11,0.098644
2003-09-11,0.098644
2003-12-11,0.098644
2004-03-11,0.098644
2004-06-14,0.098644
2004-09-13,0.098644
2004-12-13,0.098644
2005-03-11,0.104809
2005-06-13,0.104809
2005-09-13,0.104809
2005-12-13,0.104809
2006-03-13,0.104809
2006-06-13,0.104809
2006-09-13,0.104809
2006-12-13,0.104809
2007-03-13,0.104809
2007-06-13,0.104809
2007-09-12,0.104809
2007-12-12,0.104809
2008-03-12,0.104809
2008-06-11,0.104809
2008-09-11,0.104809
2008-12-11,0.104809
2009-03-11,0.104809
2009-06-11,0.061652
2009-09-11,0.061652
2009-12-11,0.061652
2010-03-11,0.061652
2010-06-11,0.061652
2010-09-13,0.061652
2010-12-13,0.061652
2011-03-11,0.061652
2011-06-13,0.061652
2011-09-13,0.073983
2011-12-13,0.073983
2012-03-13,0.073983
2012-06-13,0.073983
2012-09-12,0.080148
2012-12-12,0.080148
2012-12-19,0.160296
2013-09-11,0.092478
2013-12-11,0.092478
2014-03-12,0.092478
2014-06-11,0.092478
2014-09-11,0.110974
2014-12-11,0.110974
2015-03-11,0.110974
2015-06-11,0.110974
2015-09-11,0.117139
2015-12-11,0.117139
2016-03-11,0.117139
2016-06-13,0.117139
2016-09-13,0.123305
2016-12-13,0.123305
2017-03-13,0.123305
2017-06-13,0.123305
2017-09-14,0.12947
2017-12-14,0.12947
2018-03-14,0.12947
2018-06-14,0.12947
2018-09-13,0.1418
2018-12-13,0.1418
2019-03-14,0.1418
2019-06-13,0.1418
2019-09-12,0.147965
2019-12-12,0.147965
2020-03-12,0.147965
2020-06-12,0.147965
2020-09-14,0.154131
2020-12-14,0.154131
2021-03-12,0.154131
2021-06-14,0.172626
2021-09-14,0.172626
2021-12-14,0.172626
2022-03-14,0.172626
2022-06-14,0.172626
2022-09-14,0.191122
2022-12-14,0.191122
2023-03-14,0.191122
2023-06-14,0.191122
2023-09-14,0.197287
2023-11-14,0.197287
2024-03-14,0.16
2024-06-14,0.16
2024-09-13,0.17
2024-12-13,0.17
2025-03-14,0.17
2025-06-13,0.17
2025-09-15,0.19
2025-12-15,0.19
2026-03-13,0.19
