fiscalDateEnding,reportedEPS
1998-05-31,0.25
1999-05-31,-0.37
2000-05-31,-0.38
2001-05-31,0.03
2002-05-31,-0.39
2003-05-31,-0.5846
2004-05-31,-0.55
2005-05-31,-0.6491
2006-05-31,0.1072
2007-05-31,0.34
2008-05-31,0.69
2009-05-31,-0.4834
2010-05-31,-0.0606
2011-05-31,-0.3899
2012-05-31,-0.376
2013-05-31,-0.3646
2014-05-31,0.0328
2015-05-31,-0.5451
2016-05-31,-0.5167
2017-05-31,-0.33
2018-05-31,0.07
2019-05-31,-0.13
2020-05-31,0
2021-05-31,-0.14
2022-05-31,0.4
2023-05-31,0.6
2024-05-31,1.22
2025-05-31,0.15
2026-02-28,-0.08
