fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-12-31,USD,11069000000,61530000000,50461000000,50461000000,3641000000,4171000000,3257000000,7428000000,None,None,None,240000000,None,None,None,1545000000,3194000000,988000000,None,None,None,3434000000,4979000000,2206000000
2007-12-31,USD,12961000000,66387000000,53426000000,53426000000,5580000000,3531000000,3850000000,7381000000,None,None,None,196000000,None,None,None,1486000000,6118000000,2060000000,None,None,None,6314000000,7800000000,4058000000
2008-12-31,USD,10523000000,60909000000,50386000000,50386000000,3671000000,3084000000,3768000000,6852000000,None,None,None,202000000,None,None,None,1491000000,3995000000,1341000000,None,None,None,4197000000,5688000000,2654000000
2009-12-31,USD,11741000000,68281000000,56540000000,56540000000,1871000000,3364000000,6506000000,9870000000,None,None,None,339000000,None,-26000000,None,1666000000,1731000000,396000000,None,1335000000,None,2070000000,3736000000,1335000000
2010-12-31,USD,12463000000,64306000000,51843000000,51843000000,4698000000,3644000000,4121000000,7765000000,None,None,None,516000000,None,52000000,None,1727000000,4507000000,1196000000,None,3311000000,None,5023000000,6750000000,3311000000
2011-12-31,USD,12868000000,68735000000,55867000000,55867000000,5542000000,3408000000,3918000000,7326000000,None,None,None,498000000,None,47000000,None,1660000000,5393000000,1382000000,None,4011000000,None,5891000000,7551000000,4011000000
2012-12-31,USD,13054000000,81698000000,68644000000,68644000000,6039000000,3717000000,3298000000,7015000000,None,None,None,463000000,None,62000000,None,1811000000,5910000000,2007000000,None,3903000000,None,6373000000,8184000000,3895000000
2013-12-31,USD,13355000000,86623000000,73268000000,73268000000,6328000000,3956000000,3071000000,7027000000,None,None,None,386000000,None,56000000,None,1844000000,6232000000,1646000000,None,4586000000,None,6618000000,8462000000,4579000000
2014-12-31,USD,14010000000,90762000000,76752000000,76752000000,7196000000,3767000000,3047000000,6814000000,None,None,None,333000000,None,-3000000,None,1906000000,7137000000,1691000000,None,5446000000,None,7470000000,9376000000,5440000000
2015-12-31,USD,14026000000,96114000000,82088000000,82088000000,7170000000,3525000000,3331000000,6856000000,None,None,275000000,275000000,None,-13000000,None,1833000000,7155000000,1979000000,None,5176000000,None,7430000000,9263000000,5172000000
2016-12-31,USD,13781000000,94571000000,80790000000,80790000000,5538000000,3616000000,4627000000,8243000000,None,-306000000,306000000,306000000,None,40000000,None,1910000000,5568000000,673000000,None,6241000000,None,5874000000,7784000000,4892000000
2017-12-31,USD,17393000000,94005000000,76612000000,76612000000,10119000000,4094000000,3179000000,7274000000,None,-360000000,344000000,360000000,None,129000000,None,2069000000,10047000000,1850000000,None,11897000000,None,10445000000,12514000000,8452000000
2018-12-31,USD,19637000000,101127000000,81490000000,81490000000,11801000000,4567000000,3269000000,7836000000,None,-475000000,474000000,475000000,None,92000000,None,2114000000,11604000000,1144000000,None,10460000000,None,12079000000,14193000000,10453000000
2019-12-31,USD,4491000000,76559000000,72068000000,72068000000,-1936000000,3909000000,3219000000,6427000000,None,-722000000,722000000,722000000,None,438000000,None,2271000000,-2259000000,-1623000000,None,-636000000,None,-1537000000,734000000,-636000000
2020-12-31,USD,1013000000,58161000000,57148000000,57148000000,-6273000000,4817000000,2476000000,7286000000,None,-2156000000,2156000000,2156000000,None,447000000,None,2246000000,-14476000000,-2535000000,None,-11941000000,None,-12320000000,-10074000000,-11873000000
2021-12-31,USD,6482000000,62286000000,55804000000,55804000000,63000000,4157000000,2249000000,6419000000,None,-2682000000,2682000000,2682000000,None,None,None,2144000000,-5033000000,-743000000,None,-4290000000,None,-2351000000,-207000000,-4202000000
2022-12-31,USD,3463000000,66607000000,63144000000,63144000000,-3554000000,4165000000,2852000000,7017000000,None,-2533000000,2533000000,2533000000,None,1058000000,None,1979000000,-5022000000,31000000,None,-5053000000,None,-2489000000,-510000000,-4935000000
2023-12-31,USD,7724000000,77794000000,70070000000,70070000000,-773000000,5168000000,3377000000,8545000000,None,-2459000000,2459000000,2459000000,None,None,None,1861000000,-2005000000,-237000000,None,-2242000000,None,-773000000,-773000000,-2222000000
2024-12-31,USD,-1958000000,66518000000,68476000000,68476000000,-10789000000,5021000000,3812000000,8831000000,None,-2725000000,2725000000,2725000000,None,None,None,1836000000,-12210000000,-381000000,None,-11829000000,None,-9485000000,-7649000000,-11817000000
2025-12-31,USD,4289000000,89463000000,85174000000,85174000000,-5416000000,6090000000,3615000000,9705000000,None,-2771000000,2771000000,2771000000,None,None,None,1953000000,2635000000,397000000,None,2238000000,None,5406000000,7359000000,2234000000
