fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2020-12-31,None,None,None,None,None,-5000,None,None,5000,None,None,None,None,None,None,None,None,-5000,None,None,None,None,None,-5000,-5000
2021-03-31,None,None,None,None,None,-219000,None,None,219000,None,None,None,None,None,None,None,4849000,4630000,None,None,None,None,4630000,9479000,4630000
2021-06-30,None,None,None,None,None,-2132000,None,None,2132000,None,None,None,None,None,None,None,171000,-1961000,None,None,None,None,-1961000,-1790000,-1961000
2021-09-30,None,None,None,None,None,-992000,None,None,992000,None,None,None,None,None,None,None,None,1506000,None,None,None,None,None,1506000,1506000
2021-12-31,None,None,None,None,None,-256000,None,None,256000,None,None,None,None,None,None,None,None,530000,None,None,None,None,None,530000,530000
2022-03-31,None,None,None,None,None,-191000,None,None,191000,None,None,None,None,None,None,None,None,6683000,None,None,None,None,None,6683000,6683000
2022-06-30,None,None,None,None,None,-329000,None,None,329000,None,None,None,None,None,None,None,None,3394000,None,None,None,None,None,3394000,3394000
2022-09-30,None,None,None,None,None,-1210000,None,None,1210000,None,None,None,None,None,None,None,None,2124000,None,None,None,None,None,2124000,2124000
2022-12-31,None,None,None,None,None,-253000,None,None,253000,None,None,None,None,None,None,None,None,2868000,None,None,None,None,None,2868000,2868000
2023-03-31,None,None,None,None,None,-245402,235051,None,245402,None,None,None,None,None,None,None,245402,-245505,None,None,None,None,None,1883000,-245505
2023-06-30,None,None,None,None,None,-313000,313000,None,313000,None,None,None,None,None,None,None,None,2122000,None,None,None,None,None,2122000,2122000
2023-09-30,USD,None,0,None,None,-297000,778455,None,297000,None,-29655,0,0,None,None,None,None,390000,None,None,-843800,None,None,390000,390000
2023-12-31,None,None,None,None,None,-3541000,None,None,3541000,None,None,None,None,None,None,None,None,-3286000,None,None,None,None,None,-3286000,-3286000
2024-03-31,USD,-185,0,185,185,-1235366,1235000,None,1235181,None,-1289,0,1289,None,None,None,185,-1399213,None,None,-1399213,None,-1397924,-1397739,-1399213
2024-06-30,USD,-320,0,320,320,-1267059,1462000,None,1266739,None,215000,215000,789,None,None,None,320,-2694362,-928000,None,-3103000,None,-2693573,-2693253,-2694362
2024-09-30,USD,-1074,0,1074,1074,-8981000,8981000,None,8981000,None,-5161,3397,8558,None,None,None,1074,-10092000,None,None,-10092312,None,-10084000,-10082926,-10092000
2024-12-31,USD,-749,0,749,749,-6489000,6489000,None,6489000,None,-7612089,7441,7620000,None,None,None,749,-9568000,None,None,-9567976,None,-1948000,-1947251,-9568000
2025-03-31,USD,-764,0,764,764,-5748648,5749000,None,5747884,None,-298984,7279,306263,None,None,None,764,-3809700,None,None,-3809700,None,-3503437,-3502673,-3809700
2025-06-30,USD,-772,0,772,772,-3036347,3036347,None,3036347,None,-74058,4731,78789,None,None,None,772,-3704438,None,None,-3704438,None,-3646346,-3645574,-3704438
2025-09-30,USD,-781,0,781,781,-3825671,3825671,None,3824890,None,-66038,4,66042,None,None,None,781,-4459764,None,None,-4459764,None,-4393726,-4392945,-4459764
2025-12-31,USD,-849,0,849,849,-3472540,3472540,None,3471691,None,-68865,0,68865,None,None,None,849,-3749734,None,None,-3749734,None,-3472540,-3471691,-3749734
