fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2018-03-31,USD,-10113000,None,None,None,None,1083500,1630500,None,-800000,None,-1630500,34539000,None,None,None,None,None,None,None,None,None,None,None,None,503000,None,None,-10808000
2018-06-30,USD,-10113000,None,None,None,None,1083500,1630500,None,-800000,None,-1630500,34539000,None,None,None,None,None,None,None,None,None,None,None,None,503000,None,None,-5923000
2018-09-30,USD,-5184000,None,None,None,None,848000,619000,0,-411000,None,-619000,411000,None,None,None,None,0,0,None,None,None,None,0,None,589000,0,0,-15345000
2018-12-31,USD,-50999000,None,None,None,None,890000,2829000,0,-1721000,None,-2829000,35878000,None,None,None,None,0,0,None,None,None,None,86628000,None,1063000,0,0,-75524000
2019-03-31,USD,9318000,None,None,None,None,1036000,9367000,0,-2586000,None,-9367000,923000,None,None,None,None,0,0,None,None,None,None,0,None,1359000,0,0,-3636000
2019-06-30,USD,4083000,None,None,None,None,1144000,13141000,0,-1169000,None,-13141000,-864000,None,None,None,None,0,0,None,None,None,None,2005000,None,3025000,0,0,-10878000
2019-09-30,USD,14526000,None,None,None,None,2041000,13678000,None,-980000,None,-13678000,415638000,None,None,None,None,None,None,None,None,None,None,415697000,None,3874000,None,None,-9603000
2019-12-31,USD,6700000,None,None,None,None,2845000,6581000,None,-1964000,None,-6581000,-1107000,None,None,None,None,None,None,None,None,None,None,-1107000,None,5075000,None,None,-7134000
2020-03-31,USD,-2576000,None,None,None,None,4260000,8079000,None,-4087000,None,-8079000,-33819000,None,None,None,None,None,None,None,None,None,None,3283000,None,6718000,None,None,-21143000
2020-06-30,USD,-29518000,None,None,None,None,4468000,6739000,None,-2401000,None,-6739000,8051000,None,None,None,None,None,None,None,None,None,None,None,None,13855000,None,None,-40167000
2020-09-30,USD,-55629000,None,None,None,None,4877000,1310000,None,-3360000,None,-1310000,486968000,None,None,None,None,None,None,None,None,None,None,None,None,13784000,None,None,-65848000
2020-12-31,USD,-130175000,None,None,None,None,5416000,22266000,None,-4753000,None,-22266000,7706000,None,None,None,None,None,None,None,None,None,None,None,None,14269000,None,None,-415573000
2021-03-31,USD,-4082000,None,None,None,None,6468000,38865000,-6189000,-8614000,None,-44316000,3518000,None,None,None,None,None,None,None,None,None,None,8546000,None,16176000,-44880000,None,-11551000
2021-06-30,USD,3120000,None,None,None,None,7187000,14568000,-1635000,-5601000,None,-14568000,16193000,None,None,None,None,None,None,None,None,None,None,16193000,None,26932000,4745000,None,-11052000
2021-09-30,USD,-26216000,None,None,None,None,7275000,20227000,-19392000,-7134000,None,-20227000,6683000,None,None,None,None,None,None,None,None,None,None,6683000,None,25950000,-39760000,None,-17171000
2021-12-31,USD,5805000,None,None,None,None,7324000,27618000,-6825000,-8783000,None,-27618000,8903000,None,None,None,None,None,None,None,None,None,None,8903000,None,26904000,-12910000,None,-18449000
2022-03-31,USD,-20802000,None,None,None,None,7975000,28136000,8728000,-3736000,None,-257558000,2417000,None,None,None,None,None,None,None,None,None,None,7826000,None,26047000,-275943000,None,-42413000
2022-06-30,USD,-16963000,None,None,None,None,8444000,27219000,297000,-7365000,None,-27527000,6360000,None,None,None,None,None,None,None,None,None,None,6360000,None,36313000,-38130000,None,-64458000
2022-09-30,USD,-9564000,None,None,None,None,8115000,36572000,-7352000,-8660000,None,-32630000,2039000,None,None,None,None,None,None,None,None,None,None,2039000,None,33514000,-40155000,None,-41914000
2022-12-31,USD,13723000,None,None,None,None,8472000,39734000,-20621000,-1431000,None,-33172000,5001000,None,None,None,None,None,None,None,None,None,None,5001000,None,40974000,-14448000,None,-17215000
2023-03-31,USD,-4125000,None,None,None,None,8616000,4559000,26279000,-449000,None,119956000,-3414000,None,None,None,None,None,None,None,None,None,None,2400000,None,42101000,112417000,None,-50747000
2023-06-30,USD,-11526000,None,None,None,None,11877000,25356000,-9753000,-1862000,None,-4462000,7096000,None,None,None,None,None,None,None,None,None,None,7096000,None,45696000,-8892000,None,-62414000
2023-09-30,USD,-25304000,None,None,None,None,11420000,15436000,None,2568000,None,4900000,4374000,None,None,None,None,None,None,None,None,None,None,None,None,40235000,None,None,-92986000
2023-12-31,USD,25758000,None,None,None,None,11706000,3450000,None,7614000,None,13098000,5613000,None,None,None,None,None,None,None,None,None,None,None,None,38918000,None,None,-48952000
2024-03-31,USD,-15725000,None,None,None,None,11494000,2910000,None,-9937000,None,10632000,1638000,None,None,None,None,None,None,None,None,None,None,None,None,36129000,None,None,-59949000
2024-06-30,USD,7496000,None,None,None,None,10900000,3878000,None,-5197000,None,11947000,4603000,None,None,None,None,None,None,None,None,None,None,None,None,38492000,None,None,-37897000
2024-09-30,USD,21641000,None,None,None,None,10750000,3889000,None,-4262000,None,-3618000,156000,None,None,None,None,None,None,None,None,None,None,None,None,33588000,None,None,-35753000
2024-12-31,USD,-6748000,None,None,None,None,10564000,2716000,None,9619000,None,-51592000,4517000,None,None,None,None,None,None,None,None,None,None,None,None,32540000,None,None,-49028000
2025-03-31,USD,34351000,None,None,None,None,9814000,1893000,None,8058000,None,-1893000,422000,None,None,None,None,None,None,None,None,None,None,None,None,31076000,None,None,-34358000
2025-06-30,USD,17708000,None,None,None,None,9651000,1578000,None,7026000,None,-939000,3522000,None,None,None,None,None,None,None,None,None,None,None,None,27559000,None,None,34538000
2025-09-30,USD,43214000,None,None,None,None,12251000,687000,None,7287000,None,-8801000,617000,None,None,None,None,None,None,None,None,None,None,None,None,25264000,None,None,-27472000
2025-12-31,USD,40777000,None,None,None,None,12100000,1777000,None,5582000,None,-1805000,2242000,None,None,None,None,None,None,None,None,None,None,None,None,25219000,None,None,-16252000
