date,dividend
1987-09-29,0.001653
1988-02-02,0.004132
1996-02-27,0.00062
1997-03-18,0.006198
1998-03-11,0.007231
1999-04-06,0.006198
2000-03-29,0.014773
2000-10-04,0.005682
2001-03-28,0.01375
2001-10-03,0.0075
2002-03-26,0.0175
2002-10-02,0.008333
2003-03-26,0.021667
2003-10-01,0.0125
2004-03-24,0.03
2004-09-29,0.01875
2005-03-24,0.04125
2005-09-28,0.0225
2006-03-30,0.0525
2006-09-27,0.03
2007-03-28,0.04
2007-09-26,0.03
2008-03-27,0.05
2008-09-24,0.03
2009-03-27,0.05
2009-09-23,0.01
2010-03-30,0.01
2010-09-22,0.02
2011-03-30,0.03
2011-09-27,0.05
2012-03-29,0.05
2012-09-26,0.07
2012-12-07,0.1
2013-04-03,0.07
2013-07-02,0.05
2013-10-02,0.05
2013-12-24,0.05
2014-04-02,0.05
2014-07-01,0.05
2014-10-06,0.05
2014-12-23,0.02
2015-03-31,0.02
2016-06-28,0.01
2016-10-26,0.01
2016-12-21,0.01
2017-03-29,0.015
2017-06-28,0.015
2017-10-04,0.015
2017-12-26,0.015
2018-03-28,0.02
2018-06-27,0.02
2018-10-02,0.02
2018-12-26,0.02
2019-03-26,0.02
2019-06-27,0.02
2019-10-02,0.02
2019-12-24,0.02
2020-03-25,0.02
2020-12-22,0.02
2021-03-24,0.02
2021-06-23,0.02
2021-09-30,0.02
2021-12-23,0.02
2022-03-24,0.025
2022-06-23,0.025
2022-09-22,0.025
2022-12-27,0.03
2023-03-23,0.03
2023-06-27,0.03
2023-09-21,0.03
2023-12-28,0.03
2024-03-26,0.03
2024-06-26,0.03
