fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,None,56374072,135311692,78937620,78937620,-19474288,16395216,None,75848360,None,None,None,None,None,None,None,2560830,-19917180,19206,None,None,None,-19901848,-17341018,-19936386
2023-12-31,USD,55820031,135276027,79455996,79455996,-45095270,56840794,None,100915301,None,104299,143760,39461,None,None,None,3673715,-41758616,18550,None,-41777166,None,-41719155,-38045440,-41777166
2024-12-31,USD,84048127,171016455,86968328,86968328,-69808240,133868417,None,153856367,None,488962,580502,91540,None,None,None,6172395,-72171928,None,None,-72171928,None,-72080388,-65907993,-72171928
2025-12-31,USD,71632498,189300000,117622423,117622423,-99854569,174276942,None,171487067,None,7015564,7038731,23167,None,None,None,6327229,-99495119,None,None,-99495119,None,-99854569,-93527340,-99495119
