fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
1996-04-30,1996-05-14,0.13,0.12,0.01,8.3333,pre-market
1996-07-31,1996-08-13,0.12,0.11,0.01,9.0909,pre-market
1996-10-31,1996-11-21,0.06,0.05,0.01,20,pre-market
1997-01-31,1997-02-11,0.06,0.05,0.01,20,pre-market
1997-04-30,1997-05-13,0.07,0.06,0.01,16.6667,pre-market
1997-07-31,1997-08-12,0.1,0.08,0.02,25,pre-market
1997-10-31,1997-11-20,0.12,0.11,0.01,9.0909,pre-market
1998-01-31,1998-02-11,0.13,0.13,0,0,pre-market
1998-04-30,1998-05-12,0.09,0.09,0,0,pre-market
1998-07-31,1998-08-11,0.05,0.04,0.01,25,pre-market
1998-10-31,1998-11-17,0.02,0.01,0.01,100,pre-market
1999-01-31,1999-02-16,0.03,0.02,0.01,50,pre-market
1999-04-30,1999-05-18,0.1,0.07,0.03,42.8571,pre-market
1999-07-31,1999-08-17,0.15,0.13,0.02,15.3846,pre-market
1999-10-31,1999-11-17,0.18,0.16,0.02,12.5,pre-market
2000-01-31,2000-02-15,0.2,0.19,0.01,5.2632,pre-market
2000-04-30,2000-05-10,0.28,0.27,0.01,3.7037,pre-market
2000-07-31,2000-08-09,0.35,0.34,0.01,2.9412,pre-market
2000-10-31,2000-11-15,0.39,0.38,0.01,2.6316,pre-market
2001-01-31,2001-02-13,0.33,0.31,0.02,6.4516,pre-market
2001-04-30,2001-05-15,0.16,0.16,0,0,pre-market
2001-07-31,2001-08-14,0.03,0.01,0.02,200,pre-market
2001-10-31,2001-11-14,0.02,0.02,0,0,pre-market
2002-01-31,2002-02-12,0.01,None,0,None,pre-market
2002-04-30,2002-05-14,0.03,0.02,0.01,50,pre-market
2002-07-31,2002-08-13,0.07,0.05,0.02,40,pre-market
2002-10-31,2002-11-13,0.09,0.08,0.01,12.5,pre-market
2003-01-31,2003-02-11,-0.0398,0.02,-0.0598,-299,pre-market
2003-04-30,2003-05-13,0.03,0.02,0.01,50,pre-market
2003-07-31,2003-08-12,0.05,0.04,0.01,25,pre-market
2003-10-31,2003-11-12,0.06,0.05,0.01,20,pre-market
2004-01-31,2004-02-18,0.12,0.08,0.04,50,pre-market
2004-04-30,2004-05-18,0.22,0.19,0.03,15.7895,pre-market
2004-07-31,2004-08-17,0.26,0.25,0.01,4,pre-market
2004-10-31,2004-11-17,0.27,0.26,0.01,3.8462,pre-market
2005-01-31,2005-02-15,0.17,0.16,0.01,6.25,pre-market
2005-04-30,2005-05-17,0.18,0.17,0.01,5.8824,pre-market
2005-07-31,2005-08-16,0.14,0.14,0,0,pre-market
2005-10-31,2005-11-16,0.17,0.14,0.03,21.4286,pre-market
2006-01-31,2006-02-15,0.17,0.16,0.01,6.25,pre-market
2006-04-30,2006-05-16,0.26,0.23,0.03,13.0435,pre-market
