fiscalDateEnding,reportedEPS
1996-12-31,0.75
1997-12-31,0.79
1998-12-31,0.79
1999-12-31,0.8
2000-12-31,0.92
2001-12-31,0.58
2002-12-31,0.73
2003-12-31,0.83
2004-12-31,1.1
2005-12-31,1.39
2006-12-31,1.66
2007-12-31,1.9
2008-12-31,2
2009-12-31,1.52
2010-12-31,2
2011-12-31,2.55
2012-12-31,2.68
2013-12-31,3.07
2014-12-31,3.56
2015-12-31,3.56
2016-12-31,3.71
2017-12-31,4.31
2018-12-31,5.41
2019-12-31,5.79
2020-12-31,5.2
2021-12-31,6.3
2022-12-31,8.13
2023-12-31,8.22
2024-12-31,7.88
2025-12-31,7.95
2026-03-31,2
