date,dividend
2006-11-16,0.038
2007-02-15,0.038
2007-04-12,0.235
2007-08-16,0.038
2007-11-01,0.235
2008-02-15,0.038
2008-05-15,0.038
2008-08-25,0.038
2008-11-21,0.038
2009-02-13,0.038
2009-05-22,0.038
2009-08-24,0.038
2009-11-20,0.038
2010-02-23,0.038
2010-05-21,0.038
2010-08-20,0.038
2010-11-16,0.038
2011-02-25,0.038
2011-05-20,0.038
2011-08-22,0.038
2011-11-18,0.218
2012-02-24,0.038
2012-04-03,0.09
2012-05-18,0.038
2012-07-13,0.1
2012-08-17,0.038
2012-10-12,0.1
2012-11-23,0.1
2013-01-04,0.1
2013-02-22,0.1
2013-03-22,0.1
2013-05-23,0.15
2013-07-05,0.1
2013-08-23,0.15
2013-10-04,0.1
2013-11-22,0.15
2014-01-03,0.1
2014-03-07,0.15
2014-04-01,0.1
2014-05-22,0.15
2014-06-24,0.1
2014-08-22,0.15
2014-10-07,0.1
2014-11-21,0.15
2015-01-02,0.1
2015-03-06,0.15
2015-05-21,0.15
2015-08-21,0.15
2015-11-20,0.15
2016-03-11,0.15
2016-05-20,0.15
2016-08-19,0.15
2016-11-18,0.15
2017-03-13,0.15
2017-05-19,0.15
2017-08-21,0.15
2017-11-21,0.15
2018-03-09,0.2
2018-05-18,0.25
2018-08-20,0.25
2018-11-19,0.26
2019-03-04,0.27
2019-05-17,0.28
2019-08-16,0.29
2019-11-15,0.3
2020-03-09,0.31
2020-05-19,0.31
2020-08-18,0.31
2022-07-11,0.2
2022-08-19,0.2
2022-11-17,0.21
2023-03-09,0.22
2023-05-12,0.23
2023-08-11,0.235
2023-11-10,0.24
2024-02-29,0.245
2024-05-16,0.25
2024-08-12,0.255
2024-11-12,0.255
2025-03-03,0.255
2025-05-12,0.255
2025-08-11,0.255
2025-11-10,0.255
2026-03-02,0.255
2026-05-01,0.255
