fiscalDateEnding,reportedEPS
1996-12-31,1.62
1997-12-31,1.77
1998-12-31,1.89
1999-12-31,1.96
2000-12-31,1.87
2001-12-31,1.89
2002-12-31,2.22
2003-12-31,2.34
2004-12-31,2.35
2005-12-31,2.39
2006-12-31,2.84
2007-12-31,2.26
2008-12-31,-7.88
2009-12-31,-1.3
2010-12-31,-0.71
2011-12-31,0.22
2012-12-31,0.78
2013-12-31,0.86
2014-12-31,0.78
2015-12-31,0.79
2016-12-31,0.88
2017-12-31,1.08
2018-12-31,1.43
2019-12-31,1.55
2020-12-31,1.03
2021-12-31,2.5
2022-12-31,2.37
2023-12-31,2.24
2024-12-31,2.14
2025-12-31,2.34
2026-03-31,0.62
