fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-03-31,USD,7437000,11583000,4146000,4146000,4110000,2969000,358000,3327000,None,None,None,0,None,None,None,93000,4303000,1498000,None,None,None,4110000,4203000,2805000
2007-03-31,USD,10895000,17242000,6347000,6347000,5659000,4844000,392000,5236000,None,None,None,0,None,None,None,669000,5789000,1831000,None,None,None,5659000,6328000,3958000
2008-03-31,USD,12858000,19558000,6700000,6700000,7061000,5265000,532000,5797000,None,None,None,0,None,None,None,742000,7256000,2646000,None,None,None,7061000,7803000,4610000
2009-03-31,USD,13817000,21536000,7719000,7719000,7608000,2522000,636000,6209000,None,None,None,0,None,None,None,788000,7694000,2904000,None,None,None,7608000,8396000,4790000
2010-03-31,USD,13194000,21929000,8735000,8735000,7368000,2541000,669000,5826000,None,None,None,0,None,None,None,786000,7404000,2635000,None,None,None,7368000,8154000,4769000
2011-03-31,USD,19568000,32826000,13258000,13258000,9864000,4576000,1441000,9704000,None,None,None,0,None,None,None,1844000,9751000,3568000,None,None,None,9864000,11708000,6183000
2012-03-31,USD,23511000,39616000,16105000,16105000,12477000,5416000,1359000,10684000,None,None,None,0,None,-146000,None,2215000,12331000,4412000,None,7919000,None,12331000,14546000,7919000
2013-03-31,USD,28862000,46435000,17573000,17573000,13104000,9117000,2011000,15758000,None,None,None,0,None,-126000,None,3432000,12978000,4528000,None,8450000,None,13104000,16536000,8450000
2014-03-31,USD,31688000,52724000,21036000,21036000,11785000,11464000,2320000,19903000,None,None,None,0,None,1318000,None,3844000,13103000,4103000,None,9000000,None,11785000,15629000,9000000
2015-03-31,USD,43392000,71330000,27938000,27938000,15864000,17058000,3294000,27528000,None,None,None,0,None,-517000,None,5656000,15347000,5764000,None,9583000,None,15864000,21520000,9583000
2016-03-31,USD,51413000,84659000,33246000,33246000,16323000,23618000,3972000,35090000,None,None,None,0,None,-768000,None,7174000,15555000,4386000,None,11169000,None,16323000,23497000,11169000
2017-03-31,USD,53239000,93665000,40426000,40426000,16313000,22814000,4157000,36926000,None,None,None,0,None,-2017000,None,8737000,14296000,3113000,None,11183000,None,16313000,25050000,11183000
2018-03-31,USD,54619000,96179000,41560000,41560000,2183000,26255000,3539000,38617000,None,None,None,1853000,None,-1882000,None,9471000,301000,3263000,None,-2962000,None,301000,9772000,-2962000
2019-03-31,USD,60916000,103135000,42219000,42219000,9781000,31295000,3506000,43061000,None,None,None,0,None,-1158000,None,9428000,8623000,1139000,None,7484000,None,25929000,35357000,7484000
2020-03-31,USD,65362000,117687000,52325000,52325000,7923000,38174000,6355000,57439000,None,-4544000,960000,5504000,None,1443000,None,12990000,3862000,2084000,None,1349000,None,9366000,22356000,1778000
2021-03-31,USD,87014000,133937000,46923000,46923000,12358000,45788000,10388000,74656000,None,-7917000,107000,8023999,None,-2031000,None,17660000,2303000,-971000,None,3274000,None,10327000,27987000,3274000
2022-03-31,USD,109090000,184335000,75245000,75245000,4702000,60311000,15767000,104388000,None,-3885000,None,3885000,None,None,None,25068000,3574000,1703000,None,1871000,None,7459000,32527000,1871000
2023-03-31,USD,133693000,219080000,85387000,85387000,3320000,72444000,20490000,130373000,None,-4770000,None,4770000,None,1061000,None,33134000,-389000,-1319000,None,930000,None,4381000,37515000,930000
2024-03-31,USD,133250000,216187000,82937000,82937000,-272075000,72867000,19300000,405325000,None,-5697000,None,5697000,None,None,None,31574000,-275648000,-21402000,None,-254246000,None,-269951000,-238377000,-254246000
2025-03-31,USD,150870000,240978000,90108000,90108000,16336000,73333000,19518000,134534000,None,-11859000,None,11859000,None,None,None,24527000,5961000,7935000,None,-1974000,None,17820000,42347000,-1974000
