fiscalDateEnding,reportedEPS
1999-03-31,0.5039
2000-03-31,0.5465
2001-03-31,0.4923
2002-03-31,0.5889
2003-03-31,0.6492
2004-03-31,0.675
2005-03-31,0.7313
2006-03-31,0.9108
2007-03-31,1.2244
2008-03-31,1.4015
2009-03-31,1.4759
2010-03-31,1.4433
2011-03-31,1.8479
2012-03-31,2.3444
2013-03-31,2.47
2014-03-31,2.49
2015-03-31,2.7
2016-03-31,3.08
2017-03-31,2.91
2018-03-31,2.79
2019-03-31,3.3
2020-03-31,0.84
2021-03-31,0.58
2022-03-31,1.35
2023-03-31,0.16
2024-03-31,3.76
2025-03-31,4.5118
2026-03-31,6.3942
