fiscalDateEnding,reportedEPS
1996-09-30,0.32
1997-09-30,0.58
1998-09-30,0.66
1999-09-30,0.61
2000-09-30,0.75
2001-09-30,0.63
2002-09-30,0.6
2003-09-30,0.65
2004-09-30,0.99
2005-09-30,1.39
2006-09-30,1.81
2007-09-30,2.37
2008-09-30,2.22
2009-09-30,1.29
2010-09-30,2.11
2011-09-30,2.87
2012-09-30,2.98
2013-09-30,3.37
2014-09-30,3.79
2015-09-30,3.3
2016-09-30,2.94
2017-09-30,3
2018-09-30,3.37
2019-09-30,2.52
2020-09-30,2.62
2021-09-30,3.74
2022-09-30,3.64
2023-09-30,2.59
2024-09-30,2.4
2025-09-30,1.42
2026-03-31,0.46
