Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"ONE FRANKLIN PARKWAY, SAN MATEO, CA, UNITED STATES, 94403",https://www.franklinresources.com,September,2025-12-31,15307416000,1702600000,22.49,0.374,23.34,0,0,1.31,17.12,0.0697,0.165,0.0237,0.0446,8846200000,3276200000,1.31,0.606,0.034,26.68,0,3,4,2,2,22.49,10.48,1.73,1.183,2.835,16.83,1.473,29.47,17.64,25.64,24.59,519600000,303407000,48.398,48.834,2026-04-10,2026-03-31
