fiscalDateEnding,reportedEPS
1996-12-31,0.71
1997-12-31,0.82
1998-12-31,0.71
1999-12-31,0.66
2000-12-31,0.73
2001-12-31,0.83
2002-12-31,0.89
2003-12-31,0.98
2004-12-31,1.03
2005-12-31,1.09
2006-12-31,1.19
2007-12-31,1.36
2008-12-31,1.59
2009-12-31,1.53
2010-12-31,1.75
2011-12-31,1.94
2012-12-31,2.02
2013-12-31,2.08
2014-12-31,2.05
2015-12-31,2
2016-12-31,1.91
2017-12-31,1.91
2018-12-31,2.09
2019-12-31,2.11
2020-12-31,1.95
2021-12-31,2.33
2022-12-31,2.48
2023-12-31,2.69
2024-12-31,2.88
2025-12-31,3
2026-03-31,0.9096
