fiscalDateEnding,reportedEPS
1999-06-30,2.2821
2000-06-30,2.5077
2001-06-30,2.3753
2002-06-30,2.4928
2003-06-30,3.0954
2004-06-30,2.236
2005-06-30,2.6629
2006-06-30,2.4754
2007-06-30,1.4737
2008-06-30,1.2537
2009-06-30,3.1765
2010-06-30,4.0795
2011-06-30,3.8287
2012-06-30,3.5097
2013-06-30,3.9928
2014-06-30,3.8
2015-06-30,3.38
2016-06-30,4.55
2017-06-30,4.63
2018-06-30,4.39
2019-06-30,5.35
2020-06-30,5.37
2021-06-30,6.24
2022-06-30,5.09
2023-06-30,4.89
2024-06-30,5.83
2025-06-30,6.07
2026-03-31,3.8606
