fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2007-10-31,2007-12-11,0.0107,None,0,None,pre-market
2008-01-31,2008-03-19,0.23,0.23,0,0,post-market
2008-04-30,2008-06-04,0.08,0.07,0.01,14.2857,post-market
2008-07-31,2008-09-04,0.06,0.05,0.01,20,post-market
2008-10-31,2008-12-04,0.09,0.09,0,0,post-market
2009-01-31,2009-03-19,0.21,0.19,0.02,10.5263,post-market
2009-04-30,2009-06-04,0.08,0.05,0.03,60,post-market
2009-07-31,2009-09-03,0.1,0.05,0.05,100,post-market
2009-10-31,2009-12-03,0.14,0.11,0.03,27.2727,post-market
2010-01-31,2010-03-11,0.34,0.3,0.04,13.3333,post-market
2010-04-30,2010-06-03,0.23,0.18,0.05,27.7778,post-market
2010-07-31,2010-09-02,0.25,0.19,0.06,31.5789,post-market
2010-10-31,2010-12-02,0.25,0.21,0.04,19.0476,post-market
2011-01-31,2011-03-10,0.48,0.45,0.03,6.6667,post-market
2011-04-30,2011-06-07,0.37,0.31,0.06,19.3548,post-market
2011-07-31,2011-09-08,0.38,0.32,0.06,18.75,post-market
2011-10-31,2011-12-01,0.42,0.38,0.04,10.5263,post-market
2012-01-31,2012-03-08,0.73,0.67,0.06,8.9552,post-market
2012-04-30,2012-06-05,0.54,0.53,0.01,1.8868,post-market
2012-07-31,2012-09-06,0.54,0.51,0.03,5.8824,post-market
2012-10-31,2012-11-29,0.59,0.56,0.03,5.3571,post-market
2013-01-31,2013-03-14,1,0.98,0.02,2.0408,post-market
2013-04-30,2013-06-11,0.65,0.62,0.03,4.8387,post-market
2013-07-31,2013-09-12,0.7,0.67,0.03,4.4776,post-market
2013-10-31,2013-12-05,0.72,0.74,-0.02,-2.7027,post-market
2014-01-31,2014-03-13,1.09,1.07,0.02,1.8692,post-market
2014-04-30,2014-06-10,0.77,0.74,0.03,4.0541,post-market
2014-07-31,2014-09-11,0.94,0.83,0.11,13.253,post-market
2014-10-31,2014-12-04,0.91,0.85,0.06,7.0588,post-market
2015-01-31,2015-03-12,1.33,1.28,0.05,3.9063,post-market
2015-04-30,2015-05-28,1.04,0.93,0.11,11.828,post-market
2015-07-31,2015-08-27,1.15,1.12,0.03,2.6786,post-market
2015-10-31,2015-12-03,1.11,1.05,0.06,5.7143,post-market
2016-01-31,2016-03-10,1.69,1.54,0.15,9.7403,post-market
2016-04-30,2016-05-26,1.45,1.29,0.16,12.4031,post-market
2016-07-31,2016-08-25,1.43,1.4,0.03,2.1429,post-market
2016-10-31,2016-12-01,1.4,1.37,0.03,2.1898,post-market
2017-01-31,2017-03-09,2.24,2.13,0.11,5.1643,post-market
2017-04-30,2017-05-25,2.05,1.8,0.25,13.8889,post-market
2017-07-31,2017-08-24,1.83,1.78,0.05,2.809,post-market
2017-10-31,2017-11-30,1.7,1.66,0.04,2.4096,post-market
2018-01-31,2018-03-15,2.75,2.78,-0.03,-1.0791,post-market
2018-04-30,2018-05-31,2.7,2.48,0.22,8.871,post-market
2018-07-31,2018-08-30,2.46,2.41,0.05,2.0747,post-market
2018-10-31,2018-12-06,2.18,2.16,0.02,0.9259,post-market
2019-01-31,2019-03-14,3.61,3.56,0.05,1.4045,post-market
2019-04-30,2019-05-30,3.26,3.07,0.19,6.1889,post-market
2019-07-31,2019-08-29,2.76,2.8,-0.04,-1.4286,post-market
2019-10-31,2019-12-05,2.25,2.13,0.12,5.6338,post-market
2020-01-31,2020-03-12,3.89,3.73,0.16,4.2895,post-market
2020-04-30,2020-05-28,-1.39,0.78,-2.17,-278.2051,post-market
2020-07-31,2020-08-27,0.73,0.15,0.58,386.6667,post-market
2020-10-31,2020-12-03,1.64,1.49,0.15,10.0671,post-market
2021-01-31,2021-03-11,3.41,2.37,1.04,43.8819,post-market
2021-04-30,2021-05-27,4.1,1.97,2.13,108.1218,post-market
2021-07-31,2021-08-25,4.56,2.56,2,78.125,post-market
2021-10-31,2021-12-02,3.94,2.47,1.47,59.5142,post-market
2022-01-31,2022-03-10,5.41,4.56,0.85,18.6404,post-market
2022-04-30,2022-05-26,6.3,4.48,1.82,40.625,post-market
2022-07-31,2022-08-25,5.7,4.99,0.71,14.2285,post-market
2022-10-31,2022-12-01,5.34,4.13,1.21,29.2978,post-market
2023-01-31,2023-03-09,6.68,5.6,1.08,19.2857,post-market
2023-04-30,2023-05-25,6.88,6.83,0.05,0.7321,post-market
2023-07-31,2023-08-24,6.02,5.85,0.17,2.906,post-market
2023-10-31,2023-11-30,5.07,4.97,0.1,2.0121,post-market
2024-01-31,2024-03-14,8.08,7.54,0.54,7.1618,post-market
2024-04-30,2024-05-30,6.47,6.28,0.19,3.0255,post-market
2024-07-31,2024-08-29,5.3,5.47,-0.17,-3.1079,post-market
2024-10-31,2024-12-05,5.14,4.53,0.61,13.4658,post-market
2025-01-31,2025-03-13,8.46,7.14,1.32,18.4874,post-market
2025-04-30,2025-05-29,6.7,5.83,0.87,14.9228,post-market
2025-07-31,2025-08-28,5.78,5.1,0.68,13.3333,post-market
2025-10-31,2025-12-04,5.14,4.61,0.53,11.4967,post-market
2026-01-31,2026-03-12,8.01,8.04,-0.03,-0.3731,post-market
