fiscalDateEnding,reportedEPS
1998-12-31,0.6882
1999-12-31,0.8499
2000-12-31,0.8554
2001-12-31,0.8206
2002-12-31,1.1438
2003-12-31,1.4565
2004-12-31,1.7209
2005-12-31,1.6141
2006-12-31,1.81
2007-12-31,1.9155
2008-12-31,1.447
2009-12-31,1.1134
2010-12-31,1.19
2011-12-31,1.3643
2012-12-31,1.7388
2013-12-31,1.6171
2014-12-31,1.7491
2015-12-31,1.679
2016-12-31,1.36
2017-12-31,1.46
2018-12-31,1.97
2019-12-31,2.11
2020-12-31,-0.87
2021-12-31,2.12
2022-12-31,3.07
2023-12-31,3.157
2024-12-31,3.1557
2025-12-31,2.4193
