fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,16320810,None,None,None,None,-16522,0,None,None,None,None,-14511260,None,None,None,None,14511260,14511260,None,None,None,None,None,None,None,None,None,16395655
2006-03-31,USD,17393946,None,None,None,None,-29645,0,None,None,None,None,-16488074,None,None,None,None,16488074,16488074,None,None,None,None,None,None,None,None,None,17423591
2006-06-30,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14043000
2006-09-30,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14720000
2006-12-31,USD,-47670541,None,None,None,None,83716,0,None,None,None,None,44250503,None,None,None,None,44250503,44250503,None,None,None,None,None,None,None,None,None,-47121800
2007-03-31,USD,12261884,None,None,None,None,-25348,0,None,None,None,None,-11854908,None,None,None,None,11854908,11854908,None,None,None,None,None,None,None,None,None,12313594
2007-06-30,USD,13975835,None,None,None,None,-27279,0,None,None,None,None,-13642039,None,None,None,None,13642039,13642039,None,None,None,None,None,None,None,None,None,13976752
2007-09-30,USD,16331856,None,None,None,None,-32588,0,None,None,None,None,-15035825,None,None,None,None,15035825,15035825,None,None,None,None,None,None,None,None,None,16364444
2007-12-31,USD,14392154,None,None,None,None,-12875,0,None,None,None,None,-15604711,None,None,None,None,15604711,15604711,None,None,None,None,None,None,None,None,None,14405029
2008-03-31,USD,18355767,None,None,None,None,-25733,0,None,None,None,None,-17306121,None,None,None,None,17306121,17306121,None,None,None,None,None,None,None,None,None,18381500
2008-06-30,USD,22421045,None,None,None,None,-25219,0,None,None,None,None,-20459465,None,None,None,None,20459465,20459465,None,None,None,None,None,None,None,None,None,22446264
2008-09-30,USD,28000296,None,None,None,None,-24791,0,None,None,None,None,-27635128,None,None,None,None,27635128,27635128,None,None,None,None,None,None,None,None,None,28025087
2008-12-31,USD,20140000,None,None,None,None,75743,0,None,None,None,None,-22600000,None,None,None,None,22600000,22600000,None,None,None,None,None,None,None,None,None,20156131
2009-03-31,USD,10250000,None,None,None,None,None,0,None,None,None,None,-12860000,None,None,None,None,12860000,12860000,None,None,None,None,None,None,None,None,None,10276516
2009-06-30,USD,9930000,None,None,None,None,None,0,None,None,None,None,-9180000,None,None,None,None,9180000,9180000,None,None,None,None,None,None,None,None,None,9949110
2009-09-30,USD,9770000,None,None,None,None,None,0,None,None,None,None,-10470000,None,None,None,None,10470000,10470000,None,None,None,None,None,None,None,None,None,9784447
2009-12-31,USD,9210000,None,None,None,None,None,0,None,None,None,None,-8190000,None,None,None,None,8190000,8190000,None,None,None,None,None,None,None,None,None,9236123
2010-03-31,USD,13790000,None,None,None,None,None,0,None,None,None,None,-11410000,None,None,None,None,11410000,11410000,None,None,None,None,None,None,None,None,None,13808204
