fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
1996-03-31,1996-04-24,-0.04,0,-0.04,None,pre-market
1996-06-30,1996-07-25,0.02,0.02,0,0,pre-market
1996-09-30,1996-10-22,0.01,0.05,-0.04,-80,pre-market
1996-12-31,1997-01-23,-0.1,-0.09,-0.01,-11.1111,pre-market
1997-03-31,1997-04-15,-0.02,-0.02,0,0,pre-market
1997-06-30,1997-07-23,0.03,0.03,0,0,pre-market
1997-09-30,1997-10-15,0.1,0.1,0,0,pre-market
1998-03-31,1998-03-31,0.0258,None,0,None,pre-market
1998-06-30,1998-06-30,0.0977,None,0,None,pre-market
1998-09-30,1998-09-30,0.1202,None,0,None,pre-market
1998-12-31,1999-01-25,0.18,0.16,0.02,12.5,pre-market
1999-03-31,1999-04-21,0.04,0.02,0.02,100,pre-market
1999-06-30,1999-07-21,0.09,0.07,0.02,28.5714,pre-market
1999-09-30,1999-10-20,0.17,0.15,0.02,13.3333,pre-market
1999-12-31,2000-01-20,0.26,0.23,0.03,13.0435,pre-market
2000-03-31,2000-04-18,0.07,0.04,0.03,75,pre-market
2000-06-30,2000-07-25,0.14,0.12,0.02,16.6667,pre-market
2000-09-30,2000-10-24,0.24,0.21,0.03,14.2857,pre-market
2000-12-31,2001-01-25,0.31,0.27,0.04,14.8148,pre-market
2001-03-31,2001-04-24,0.17,0.15,0.02,13.3333,pre-market
2001-06-30,2001-07-24,0.16,0.17,-0.01,-5.8824,pre-market
2001-09-30,2001-10-23,0.19,0.19,0,0,pre-market
2001-12-31,2002-01-24,0.25,0.24,0.01,4.1667,pre-market
2002-03-31,2002-04-23,0.05,0.05,0,0,pre-market
2002-06-30,2002-07-23,0.1,0.09,0.01,11.1111,pre-market
2002-09-30,2002-10-24,0.13,0.13,0,0,pre-market
2002-12-31,2003-01-29,0.15,0.1,0.05,50,pre-market
2003-03-31,2003-04-29,0.07,0.05,0.02,40,pre-market
2003-06-30,2003-07-29,0.09,0.07,0.02,28.5714,pre-market
2003-09-30,2003-10-28,0.12,0.12,0,0,pre-market
2003-12-31,2004-01-29,0.17,0.16,0.01,6.25,pre-market
2004-03-31,2004-04-29,0.13,0.08,0.05,62.5,pre-market
2004-06-30,2004-07-29,0.12,0.12,0,0,pre-market
2004-09-30,2004-10-28,0.14,0.14,0,0,pre-market
2004-12-31,2005-02-17,0.26,0.26,0,0,pre-market
2005-03-31,2005-04-28,0.13,0.13,0,0,pre-market
2005-06-30,2005-08-02,0.2,0.15,0.05,33.3333,pre-market
2005-09-30,2005-11-02,0.2,0.19,0.01,5.2632,pre-market
2005-12-31,2006-02-23,0.27,0.29,-0.02,-6.8966,pre-market
