fiscalDateEnding,reportedEPS
1996-12-31,0.42
1997-12-31,0.56
1998-12-31,0.87
1999-12-31,0.92
2000-12-31,1.46
2001-12-31,1.3
2002-12-31,0.82
2003-12-31,0.32
2004-12-31,0.69
2005-12-31,0.6482
2007-12-31,1.95
2008-12-31,0.99
2009-12-31,1.15
2010-12-31,0.92
2011-12-31,1
2012-12-31,1.23
2013-12-31,1.26
2014-12-31,1.3
2015-12-31,1.23
2016-12-31,0.97
2017-12-31,1.09
2018-12-31,1.24
2019-12-31,1.37
2020-12-31,1.44
2021-12-31,1.54
2022-12-31,1.67
2023-12-31,1.76
2024-12-31,2.13
2025-12-31,2.34
2026-03-31,0
