date,dividend
1992-11-23,0.025
1993-11-29,0.0075
1994-11-28,0.01
1995-11-30,0.05
1996-12-04,0.06
1997-11-26,0.075
1998-12-02,0.075
1999-12-01,0.08
2000-12-04,0.085
2002-12-02,0.0425
2003-12-01,0.025
2004-12-01,0.035
2017-12-07,0.05
2018-02-06,0.05
2018-05-08,0.05
2018-08-07,0.05
2018-11-06,0.06
2019-02-05,0.06
2019-05-08,0.06
2019-08-06,0.06
2019-11-05,0.065
2020-02-04,0.065
2021-02-02,0.065
2021-05-04,0.065
2021-08-03,0.065
2021-11-02,0.07
2022-02-01,0.07
2022-05-03,0.07
2022-08-02,0.07
2022-11-02,0.07
2023-01-31,0.07
2023-05-02,0.07
2023-08-01,0.07
2023-10-31,0.07
2024-01-30,0.07
2024-04-30,0.07
2024-07-31,0.07
2024-10-30,0.07
2025-01-29,0.07
2025-04-30,0.01
2025-07-30,0.01
2025-10-29,0.01
2026-01-28,0.01
