fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2016-12-31,None,1181534,58206,52219,52219,None,None,1123328,None,None,None,None,None,None,None,None,5986.66,None,479119,479119,479119,None,None,None,None,None,None,None,None,None,None,None,702415,None,-295650.06,892579,11000000
2017-03-31,None,1167112,57495,51582,51582,None,None,1109616,None,None,None,None,None,None,None,None,5913.58,None,473270,473270,473270,None,None,None,None,None,None,None,None,None,None,None,693841,None,-292041.34,881684,11000000
2017-09-30,None,19696470,5963984,5928868,5928868,1,18112,13732486,None,None,None,None,None,None,None,None,17003,None,990643,990643,950261,None,None,None,None,None,None,None,None,None,40382,None,18705826,None,-1854254.57,19934087,6590647
2017-12-31,None,19598103,5934198,5899258,5899258,1,18021,13663904,None,None,None,None,None,None,None,None,16918,None,985696,985696,945515,None,None,None,None,None,None,None,None,None,40181,None,18612407,None,-1844994.15,19834533,6590647
2018-03-31,None,18288660,2268780,2213693,2213693,None,None,16019880,None,None,None,None,None,None,None,None,55086,None,272234,272234,237508,None,None,None,None,None,None,None,None,None,34726,None,18016426,None,-2803497.73,19511592,7724335
2018-06-30,None,17619976,2185827,2132754,2132754,None,None,15434148,None,None,None,None,None,None,None,None,53072,None,262281,262281,228824,None,None,None,None,None,None,None,None,None,33457,None,17357695,None,-2700994,18798194,7724335
2018-09-30,None,19382565,1803802,1770187,1770187,None,None,17578763,None,None,None,None,None,None,None,None,33614,None,196076,196076,196076,None,None,None,None,None,None,None,None,None,None,None,19186489,None,-4140323.79,21049173,8071579
2018-12-31,None,18889707,1757935,1725175,1725175,None,None,17131772,None,None,None,None,None,None,None,None,32759,None,191090,191090,191090,None,None,None,None,None,None,None,None,None,None,None,18698617,None,-4035044.02,20513936,185646
2019-03-31,None,20686618,2241757,2054574,2054574,None,None,18444861,None,None,None,None,None,None,None,None,187182,None,245932,245932,90066,None,None,None,None,None,None,None,None,None,155866,None,20440685,None,-4735626.24,22693517,195920
2019-06-30,None,20454250,2216576,2031496,2031496,None,None,18237674,None,None,None,None,None,None,None,None,185080,None,243170,243170,89054,None,None,None,None,None,None,None,None,None,154116,None,20211079,None,-4682431.90,22438605,195920
2019-09-30,None,22348942,3080753,2884943,2884943,2,18869,19268189,None,None,None,None,None,None,None,None,176939,None,1912746,1912746,155220,None,None,1757526,None,None,None,None,None,1757526,None,None,20436196,None,-6113363.93,23463893,209465
2019-12-31,None,23233365,3202669,2999111,2999111,1,19616,20030696,None,None,None,None,None,None,None,None,183941,None,1988440,1988440,161362,None,None,1827077,None,None,None,None,None,1827077,0,None,21244925,None,-6355290.49,24392438,209465
2020-03-31,None,45139241,23907746,23825660,23825660,None,None,21231495,None,None,None,None,None,None,None,None,82084.76,None,2346716,2346716,2183439,None,None,None,None,None,None,None,None,None,163277,None,42792525,None,-7294228.52,45423061,234733
2020-06-30,None,50656260,26829804,26737685,26737685,None,None,23826456,None,None,None,None,None,None,None,None,92117.08,None,2633536,2633536,2450304,None,None,None,None,None,None,None,None,None,183232,None,48022723,None,-8185745.34,50974768,234733
2020-09-30,AUD,None,24513259,None,None,None,633977,None,32989586,None,None,None,None,None,None,None,59384,None,None,898976,818685,None,None,None,None,None,None,None,None,None,57064,None,None,None,-22390584,77844185,13364000
2020-12-31,AUD,51327222,18911632,18376715,18376715,-1,489104,32415589,32989586,None,None,None,None,None,None,None,91628,None,693547,693547,631604,None,None,None,None,None,None,None,None,None,61943,None,50633674,None,-17274019,60055689,319477
2021-03-31,AUD,None,18376715,-18376715,-18376715,None,140501,-18376715,55660351,None,None,None,None,None,None,36753430,None,None,None,1858498,1387101,None,None,None,None,None,None,None,None,None,21108,None,50633674,None,-27450458,123701282,42519315
2021-06-30,AUD,64609000,40970000,40811000,40811000,None,140501,23639000,55660351,None,None,None,None,None,None,None,159000,None,2280000,1685000,1188000,None,None,91000,595000,None,None,None,None,309000,406000,None,62329000,None,-40651000,384000,42519315
2021-09-30,AUD,60746715,34886234,34705410,34705410,None,None,25860481,24775686,None,None,None,None,None,None,None,180824,None,5091173,4474558,4282499,None,None,101893,616615,None,None,None,None,300251,90166,None,55655541,None,-50120542,93406488,42519315
2021-12-31,AUD,81724333,54196780,53743264,53743264,None,None,27527553,26441929,None,None,None,None,None,None,None,453516,None,5818524,4941415,4314304,None,None,87620,877109,None,None,None,None,499785,539491,None,75905809,None,-61159090,122608000,42519000
2022-03-31,AUD,74903236,44348488,41140290,41140290,None,None,30554748,2926305,None,None,None,None,None,None,None,3208198,None,6984701,6199001,6082044,None,None,116957,785700,264967,169928,None,None,434895,-116957,615772,67918535,None,-94128713,425193,41895000
2022-06-30,AUD,70886000,32563000,31057000,31057000,None,None,38323000,2871000,None,None,None,None,None,None,None,1506000,None,8224000,7376000,3459000,None,None,202000,848000,375000,148000,38000,None,561000,3715000,700000,62662000,None,-107364000,433000,42784000
2022-09-30,AUD,121660000,75738000,74205000,74205000,None,None,45922000,2847000,None,None,None,None,None,None,None,1533000,None,52836000,9555000,4713000,None,None,200000,43281000,331000,31632000,39000,None,42989000,4642000,662000,68824000,None,-102758000,434000,48519000
2022-12-31,AUD,117607000,57783000,56751000,56751000,None,None,59824000,3006000,None,None,None,None,None,None,None,1032000,None,46344000,12475000,783000,None,None,202000,33869000,292000,33075000,39000,None,33406000,11490000,794000,71263000,None,-117621000,439000,43772000
2023-03-31,AUD,111630000,38062000,36170000,36170000,None,None,73568000,3084000,None,None,None,None,None,None,None,1892000,None,48470000,11472000,509000,None,None,198000,36998000,252000,36228000,40000,None,36520000,10765000,770000,63160000,None,-127736000,441000,44104000
2023-06-30,AUD,100899000,22131000,20323000,20323000,None,None,78768000,78453000,None,None,None,None,None,None,None,1808000,None,47333000,8864000,1492000,None,None,176000,38469000,210000,37671000,40000,None,37921000,7196000,None,53566000,None,-137988000,441000,43842000
2023-09-30,AUD,95740000,13069000,11796000,11796000,None,None,82671000,None,None,None,None,None,None,None,None,1273000,None,50976000,9224000,1977000,None,None,163000,41752000,170000,40963000,41000,None,41174000,7084000,None,44764000,None,-147358000,442000,44221000
2023-12-31,AUD,87139000,3487000,2045000,2045000,None,None,83652000,None,None,None,None,None,None,None,None,1442000,None,52147000,8957000,2897000,None,None,145000,43190000,129000,42406000,41000,None,42576000,5915000,None,34992000,None,-157974000,442000,44237000
2024-03-31,AUD,96963000,9998000,7986000,7986000,None,None,86965000,None,None,None,None,None,None,None,None,2012000,None,71499000,7269000,1973000,None,None,187000,64230000,326000,63273000,41000,None,63640000,5109000,None,25464000,None,-183879000,633000,58513000
2024-06-30,AUD,89504000,6809000,4896000,4896000,None,None,82695000,None,None,None,None,None,None,None,None,1913000,None,78798000,9708000,854000,None,None,183000,69090000,290000,68146000,42000,None,65163000,8671000,None,10706000,None,-200001000,633000,63318000
2024-09-30,AUD,85774000,8109000,6851000,6851000,None,None,77665000,None,None,None,None,None,None,None,None,1258000,None,83680000,7511000,1481000,None,None,163000,76169000,251000,75202000,42000,None,72724000,5867000,None,2094000,None,-212860000,689000,65468000
2024-12-31,USD,74831000,1451000,824000,824000,None,None,73380000,None,None,None,None,None,None,None,None,627000,None,83228000,9425000,1539000,None,None,144000,73803000,211000,72836000,43000,None,73090000,7742000,None,-8397000,None,-227122000,689000,2995000
2025-03-31,USD,73409000,4579000,4032000,4032000,None,None,68830000,None,None,None,None,None,None,None,None,547000,None,7147000,6147000,1132000,None,None,135000,1000000,181000,33000,44000,None,258000,4880000,None,66262000,None,-221842000,180000,10452000
2025-06-30,USD,70729000,4613000,3836000,3836000,None,None,66116000,None,None,None,None,None,None,None,None,777000,None,7539000,6433000,893000,None,None,125000,1106000,149000,22000,44000,None,215000,5236000,None,63190000,None,-231556000,200000,20018000
2025-09-30,USD,68719000,5919000,5468000,5468000,None,None,62800000,None,None,None,None,None,None,None,None,451000,None,8522000,7425000,2560000,None,None,84000,1097000,130000,11000,44000,None,130000,7341000,None,60197000,None,-242246000,224000,20993000
2025-12-31,USD,58608000,1137000,571000,571000,None,None,57471000,None,None,None,None,None,None,None,None,566000,None,6988000,5900000,920000,None,None,87000,1088000,111000,None,44000,None,111000,5813000,None,51620000,None,-253141000,235000,22711000
