Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"ONE CVS DRIVE, WOONSOCKET, RI, UNITED STATES, 02895",https://www.cvshealth.com,December,2025-12-31,105206899000,14625000000,59.06,0.241,59.18,2.66,0.0319,1.39,315.57,0.0044,0.0157,0.0247,0.0229,399833989000,53128999000,1.39,0.766,0.084,96.58,7,18,4,0,0,59.06,11.63,0.263,1.419,0.438,17.86,0.505,83.93,56.29,76.51,75.6,1281604000,1269628000,0.068,89.720,2026-05-04,2026-04-23
