fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,5055000000,None,None,None,None,-188000000,161000000,None,-2800000000,None,-1919000000,-3006000000,None,None,None,None,873000000,873000000,None,None,None,None,-1770000000,None,None,None,None,4993000000
2007-12-31,USD,5433000000,None,None,None,None,-257000000,274000000,None,-506000000,None,-115000000,-5339000000,None,None,None,None,901000000,901000000,None,None,None,None,-3604000000,None,None,None,None,4636000000
2008-12-31,USD,3910000000,None,None,None,None,-376000000,291000000,None,None,None,3788000000,-7705000000,None,None,None,None,889000000,889000000,None,None,None,None,-1323000000,None,None,None,None,-1679000000
2009-12-31,USD,4301000000,None,None,None,None,-91000000,189000000,None,0,None,3440000000,-7544000000,None,None,None,None,542000000,542000000,None,None,None,None,-4000000,None,None,None,None,854000000
2010-12-31,USD,3689000000,None,None,None,None,94000000,162000000,-255000000,0,None,2332000000,-6071000000,None,None,None,None,430000000,430000000,None,None,None,None,-152000000,None,None,-50000000,None,928000000
2011-12-31,USD,1929000000,None,None,None,None,252000000,246000000,None,0,None,6161000000,-7876000000,None,None,None,None,435000000,435000000,None,None,None,None,-953000000,None,None,None,None,788000000
2012-12-31,USD,3054000000,None,None,None,None,388000000,285000000,-1685000000,0,None,1581000000,-4605000000,None,None,None,None,534000000,534000000,None,None,None,None,-913000000,None,85000000,30000000,None,2306000000
2013-12-31,USD,4242000000,None,None,None,None,368000000,207000000,-934000000,0,None,1580000000,-5953000000,None,None,None,None,358000000,358000000,None,None,None,None,-1834000000,None,64000000,-131000000,None,2280000000
2014-12-31,USD,3236000000,None,None,None,None,366000000,288000000,-1325000000,0,None,1621000000,-4875000000,None,None,None,None,564000000,564000000,None,None,None,None,-2301000000,None,33000000,-18000000,None,2850000000
2015-12-31,USD,3616000000,None,None,None,None,371000000,303000000,-312000000,0,None,742000000,-4520000000,None,None,None,None,599000000,599000000,None,None,None,None,-2808000000,None,26000000,-162000000,None,2171000000
2016-12-31,USD,3993000000,None,None,None,None,382000000,313000000,-306000000,0,None,-2526000000,-1526000000,None,None,None,None,602000000,602000000,None,None,None,None,-1337000000,None,35000000,-59000000,None,1877000000
2017-12-31,USD,4314000000,None,None,None,None,483000000,299000000,-342000000,0,None,-1210000000,-2923000000,None,None,None,None,641000000,641000000,None,None,None,None,-1495000000,None,82000000,181000000,None,3189000000
2018-12-31,USD,5175000000,None,None,None,None,511000000,277000000,-1052000000,None,None,-1719000000,-3574000000,None,None,None,None,748000000,748000000,None,None,None,None,-2688000000,None,138000000,-118000000,None,2160000000
2019-12-31,USD,5129000000,None,None,None,None,647000000,433000000,21000000,None,None,-2807000000,-2483000000,None,None,None,None,787000000,787000000,None,None,None,None,-2867000000,None,120000000,-161000000,None,4847000000
2020-12-31,USD,5491000000,None,None,None,None,686000000,308000000,-14000000,None,None,-3441000000,-2011000000,None,None,None,None,776000000,776000000,None,None,None,None,-2025000000,None,137000000,39000000,None,5576000000
2021-12-31,USD,5116000000,None,None,None,None,1086000000,345000000,-2063000000,None,None,510000000,-5240000000,None,None,None,None,999000000,999000000,None,None,None,None,-3570000000,None,129000000,386000000,None,1566000000
2022-12-31,USD,5121000000,None,None,None,None,847000000,420000000,-630000000,None,None,-1728000000,-3420000000,None,None,None,None,1031000000,1031000000,None,None,None,None,-2520000000,None,102000000,-27000000,None,-1364000000
2023-12-31,USD,4228000000,None,None,None,None,704000000,267000000,None,None,None,-2999000000,-1243000000,None,None,None,None,1032000000,1032000000,None,None,None,None,-335000000,None,87000000,None,None,-213000000
2024-12-31,USD,8931000000,None,None,None,None,555000000,210000000,None,None,None,-8252000000,-697000000,None,None,None,None,1079000000,1079000000,None,None,None,None,-2000000,None,None,None,None,4599000000
2025-12-31,USD,10110000000,None,None,None,None,482000000,228000000,None,None,None,-7255000000,-2881000000,None,None,None,None,1153000000,1153000000,None,None,None,None,-1233000000,None,None,None,None,10282000000
