fiscalDateEnding,reportedEPS
1996-12-31,1.05
1997-12-31,1.06
1998-12-31,1.29
1999-12-31,0.74
2000-12-31,0.65
2001-12-31,0.11
2002-12-31,-0.1364
2003-12-31,-0.05
2004-12-31,-0.0893
2005-12-31,0.62
2006-12-31,1.3
2007-12-31,1.83
2008-12-31,1.82
2009-12-31,0.68
2010-12-31,0.42
2011-12-31,0.83
2012-12-31,1.6
2013-12-31,2.35
2014-12-31,4.2
2015-12-31,5.07
2016-12-31,2.25
2017-12-31,1.49
2018-12-31,1.43
2019-12-31,1.27
2020-12-31,0.34
2021-12-31,0.59
2022-12-31,0.95
2023-12-31,1.38
2024-12-31,1.75
2025-12-31,3.17
2026-03-31,0.32
