fiscalDateEnding,reportedEPS
1996-06-30,0.79
1997-06-30,1.21
1998-06-30,1.44
1999-06-30,1.59
2000-06-30,1.75
2001-06-30,1.63
2002-06-30,1.92
2003-06-30,2.23
2004-06-30,2.56
2005-06-30,2.91
2006-06-30,3.05
2007-06-30,3.23
2008-06-30,3.25
2009-06-30,3.81
2010-06-30,4.31
2011-06-30,3.94
2012-06-30,4.11
2013-06-30,4.32
2014-06-30,4.4
2015-06-30,4.59
2016-06-30,4.93
2017-06-30,5.34
2018-06-30,5.65
2019-06-30,6.34
2020-06-30,7.35
2021-06-30,7.82
2022-06-30,4.11
2023-06-30,5.09
2024-06-30,6.18
2025-06-30,7.73
2026-03-31,2.24
