fiscalDateEnding,reportedEPS
1996-12-31,0.41
1997-12-31,0.4
1998-12-31,0.32
1999-12-31,0.5
2000-12-31,0.71
2001-12-31,1.08
2002-12-31,1.21
2003-12-31,1.38
2004-12-31,1.49
2005-12-31,1.81
2006-12-31,1.83
2007-12-31,1.67
2008-12-31,2
2009-12-31,1.49
2010-12-31,1.57
2011-12-31,2.21
2012-12-31,1.47
2013-12-31,2.28
2014-12-31,3.4
2015-12-31,0.7
2016-12-31,-0.29
2017-12-31,1.37
2018-12-31,2.59
2019-12-31,0.83
2020-12-31,-0.21
2021-12-31,0.9
2022-12-31,3.1
2023-12-31,2.31
2024-12-31,1.55
2025-12-31,3.06
2026-03-31,2.33
