fiscalDateEnding,reportedEPS
1999-12-31,1
2000-12-31,7.5
2001-12-31,-0.8
2002-12-31,-9.5
2003-12-31,3.3
2004-12-31,3.5
2005-12-31,2.1
2006-12-31,-7.8
2007-12-31,-6.3698
2008-12-31,-0.464
2009-12-31,-3.26
2010-12-31,0.88
2011-12-31,-0.86
2012-12-31,-0.59
2013-12-31,-0.27
2014-12-31,0.17
2015-12-31,-0.11
2016-12-31,-0.07
2017-12-31,0.12
2018-12-31,0.24
2019-12-31,0.34
2020-12-31,0.39
2021-12-31,0.32
2022-12-31,0.27
2023-12-31,0.39
2024-12-31,0.49
2025-12-31,0.55
2026-03-31,0
