fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-06-30,None,2552129,6002298,3450169,3450169,846426,837846,None,1705703,None,None,None,None,None,None,None,728130,847251,271440,None,None,None,847251,1575381,575811
2022-09-30,None,1969603,5980815,4011212,4011212,613198,556907,None,1356405,None,None,None,12263,None,None,None,491105,597735,172400,None,None,None,609998,1101103,425335
2022-12-31,USD,2022214,4474889,2452675,2452675,590056,507201,59820,1432158,None,-21754,None,21754,None,None,None,474982,553214,210814,None,342400,None,574968,1049950,342400
2023-03-31,USD,1745586,5316935,3571349,3571349,262698,407973,20220,1482888,None,-66324,None,66324,None,None,None,356594,202263,167238,None,35025,None,268587,625181,35025
2023-06-30,USD,2722715,7842346,5119631,5119631,767544,872065,None,1955171,None,-32623,None,32623,None,None,None,549135,723843,283400,None,440443,None,756466,1305601,440443
2023-09-30,USD,3761299,8763839,5002540,5002540,-1084625,1058235,None,4845924,None,-17969,None,17969,None,None,None,862704,1107435,360879,None,746556,None,1125404,1988108,746556
2023-12-31,USD,2972813,7428212,4455399,4455399,193989,843326,7460,2778824,None,-31558,None,31558,None,None,None,591563,108607,87718,None,20889,None,140165,731728,20889
2024-03-31,USD,3649719,8171269,4521550,4521550,1214399,1157577,None,2435320,None,-69900,None,69900,None,None,None,548864,1138270,450936,None,687334,None,1208170,1757034,687334
2024-06-30,USD,3099634,7873426,4773792,4773792,-45499,1532638,145582,3145133,None,-68082,None,68082,None,None,None,894046,-107063,72445,None,-179508,None,-38981,855065,-179508
2024-09-30,USD,2904454,6824406,3919952,3919952,-1231059,2094078,163866,4135513,None,-23795,None,23795,None,None,None,972701,-1308783,-165935,None,-1142848,None,-1284988,-312287,-1142848
2024-12-31,USD,2561070,5678010,3116940,3116940,-940279,1557716,None,3501349,None,-155673,None,155673,None,None,None,879086,-1112651,-428164,None,-684487,None,-956978,-77892,-684487
2025-03-31,USD,1885739,5051321,3165582,3165582,-2343129,4228868,None,7394450,None,-158065,None,158065,None,None,None,None,-2426496,None,None,-3284316,None,None,None,-3284316
2025-06-30,USD,2261375,5328198,3066823,3066823,-1504775,2444933,169299,3766150,None,-546234,None,546234,None,None,None,1068565,-2058907,-50259,None,-2008648,None,-1512673,-444108,-2008648
2025-09-30,USD,976521,3908862,2932341,2932341,-1048423,997218,None,2024944,None,-539537,None,539537,None,None,None,2103086,-1736113,40012,None,-1776125,None,-1196576,906510,-1776125
2025-12-31,USD,1048526,2649141,1600615,1600615,-1557008,2605534,None,4206149,None,-460359,None,460359,None,None,None,None,-2073270,None,None,-1923440,None,None,None,-1923440
2026-03-31,None,1048526,2649141,1600615,1600615,-1557008,1873599,None,2605534,None,None,None,460359,None,None,None,None,-2073270,-149830,None,None,None,None,-1612911,-1923440
