fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2012-12-31,USD,None,None,None,None,None,None,26395000,None,None,None,None,33763000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2013-03-31,None,-2178939,None,None,None,None,876457,9860413,None,-395998,None,-9860413,11000000,None,None,None,None,None,None,None,None,None,None,None,None,300000,None,None,-4719104
2013-06-30,None,-2732692,None,None,None,None,1035701,7842753,None,-265509,None,-7842753,11000000,None,None,None,None,None,None,None,None,None,None,None,None,189178,None,None,-5253194
2013-09-30,USD,-3783714,None,None,None,None,1378063,4326719,None,-787964,None,-4326719,8680686,None,None,None,None,None,None,None,None,None,None,None,None,242289,None,None,-6495642
2013-12-31,USD,-2545857,None,None,None,None,2654856,2613131,None,-389365,None,-2613131,6015037,None,None,None,None,None,None,None,None,None,None,None,None,246885,None,None,-5219215
2014-03-31,USD,-217659,None,None,None,None,1588005,4756757,None,719411,None,-4524058,4499998,None,None,None,None,None,None,None,None,None,None,None,None,242926,None,None,-5142224
2014-06-30,USD,-4227282,None,None,None,None,1536091,5604356,None,-880728,None,-5602928,9550998,None,None,None,None,None,None,None,None,None,None,None,None,242926,None,None,-6266802
2014-09-30,USD,960774,None,None,None,None,1620761,3054299,None,-1096911,None,-3126383,1999988,None,None,None,None,0,0,None,None,None,None,0,None,242926,None,None,-9483241
2014-12-31,USD,-4542135,None,None,None,None,1679956,3715535,None,-430863,None,-3624068,42667253,None,None,None,None,0,0,None,None,None,None,0,None,835198,None,None,-16446750
2015-03-31,USD,1108028,None,None,None,None,1754905,4964527,-1172276,-118939,None,-12463732,14960,None,None,None,None,0,0,None,None,None,None,14960,None,1860112,-11340744,None,-2587074
2015-06-30,USD,951436,None,None,None,None,1869377,10050515,211144,-373135,None,-10050515,227496,None,None,None,None,0,0,None,None,None,None,227496,None,1804338,-8871583,None,-2228650
2015-09-30,USD,2910104,None,None,None,None,1918749,7534971,-705039,971325,None,-3755571,49294,None,None,None,None,0,0,None,None,None,None,49294,None,1825640,-796173,None,-1675350
2015-12-31,USD,1769249,None,None,None,None,2030504,9491349,-16133,86475,None,-8990587,-1,None,None,None,None,0,0,None,None,None,None,-1,None,-1566233,-7221339,None,2780262
2016-03-31,USD,2015191,None,None,None,None,2071272,13045117,-110542,-1463223,None,-9789445,10970,None,None,None,None,0,0,None,None,None,None,10970,None,1006046,-7763284,None,-1771802
2016-06-30,USD,1429082,None,None,None,None,2166405,8203308,-1095358,323932,None,-8198308,8222186,None,None,None,None,0,0,None,None,None,None,222186,None,1665372,1452960,None,-3243002
2016-09-30,USD,3875142,None,None,None,None,2720436,4847669,-425593,1558351,None,-4845828,2747910,None,None,None,None,0,0,None,None,None,None,1747910,None,787676,1777224,None,620730
2016-12-31,USD,5480448,None,None,None,None,2929055,3856442,-219414,1149596,None,-3855513,-1213071,None,None,None,None,0,0,None,None,None,None,786929,None,734396,411864,None,1233401
2017-03-31,USD,2077053,None,None,None,None,3049127,3270498,90753,-2286483,None,-3264663,-696779,None,None,None,None,0,0,None,None,None,None,553221,None,930157,-1884389,None,-2879525
2017-06-30,USD,-2184815,None,None,None,None,3146492,3898802,-2766177,-101455,None,-3904637,4740848,None,None,None,None,0,0,None,None,None,None,2990848,None,1229353,-1348604,None,-2652162
2017-09-30,USD,5237195,None,None,None,None,3215554,3666232,-858849,-1215136,None,-3666232,-176803,None,None,None,None,0,0,None,None,None,None,2068488,None,1132852,1394160,None,-245547
2017-12-31,USD,5140830,None,None,None,None,3281182,2168224,-317806,-1404483,None,-2168224,-2857691,None,None,None,None,0,0,None,None,None,None,2667903,None,1145819,114915,None,1514893
2018-03-31,USD,-226079,None,None,None,None,3334348,4972701,617072,190775,None,-4972701,6053861,None,None,None,None,0,0,None,None,None,None,53862,None,1092260,855082,None,-3520937
2018-06-30,USD,3365833,None,None,None,None,3461032,3960090,1001661,-431926,None,-3960090,-1310798,None,None,None,None,0,0,None,None,None,None,-256226,None,1301774,-1905056,None,-3500519
2018-09-30,USD,5391993,None,None,None,None,3622894,3748809,-2012127,1580522,None,-3748809,72594,None,None,None,None,0,0,None,None,None,None,2072594,None,1776375,1715778,None,-97166
2018-12-31,USD,10043448,None,None,None,None,3649763,3592436,803434,-637504,None,-3592436,-1746687,None,None,None,None,None,None,None,None,None,None,-2913,None,2637211,4704325,None,1757418
2019-03-31,USD,-4457076,None,None,None,None,3720091,10453923,-5010252,-1802222,None,-10453923,11117894,None,None,None,None,None,None,None,None,None,None,-673774,None,1200336,-3793105,None,-3422000
2019-06-30,USD,-5378459,None,None,None,None,3923361,12434830,-2016953,-2211548,None,-12434830,18804842,None,None,None,None,None,None,None,None,None,None,-579179,None,1429844,991553,None,-5661350
2019-09-30,USD,13322134,None,None,None,None,4063970,17849593,-251546,-80616,None,-17849593,6980358,None,None,None,None,None,None,None,None,None,None,66370,None,3076400,2452899,None,3067163
2019-12-31,USD,12829950,None,None,None,None,4214273,29894484,None,756452,None,-29894484,19330475,None,None,None,None,None,None,None,None,None,None,-42047,None,2127127,None,None,4633452
2020-03-31,USD,-2501000,None,None,None,None,4453000,34238000,-1805269,-3581000,None,-54238000,196753000,None,None,None,None,None,None,None,None,None,None,-645000,None,2178000,140014483,None,-3590000
2020-06-30,USD,-2617000,None,None,None,None,5441000,39013000,-2271869,-2721000,None,-39014000,-127000,None,None,None,None,None,None,None,None,None,None,-991000,None,2286000,-41758274,None,153000
2020-09-30,USD,18181000,None,None,None,None,5052000,26673000,1017353,1187000,None,-44297000,2573000,None,None,None,None,None,None,None,None,None,None,2572921,None,3347000,-23543171,None,3547000
2020-12-31,USD,7306456,None,None,None,None,6179242,34644116,3225785,-1692600,None,-24913612,669118,None,None,None,None,None,None,None,None,None,None,-932000,None,3113919,-16938038,None,-3297894
2021-03-31,USD,-5485000,None,None,None,None,7089000,49334000,-10378000,-2835000,None,-49334000,328539000,None,None,None,None,None,None,None,None,None,None,-1529000,None,6080000,273720000,None,-10888000
2021-06-30,USD,8420000,None,None,None,None,7654000,68258000,-5151000,-2896000,None,-68258000,-806000,None,None,None,None,None,None,None,None,None,None,-1388000,None,6690000,-60644000,None,-7476000
2021-09-30,USD,-6270000,None,None,None,None,7746000,103243000,1735000,-4704000,None,-103243000,26000,None,None,None,None,None,None,None,None,None,None,-281000,None,5746000,-109487000,None,-2069000
2021-12-31,USD,3982000,None,None,None,None,7979000,101264000,None,-6369000,None,-101264000,-766000,None,None,None,None,None,None,None,None,None,None,-989000,None,6482000,None,None,-9266000
2022-03-31,USD,-34785000,None,None,None,None,8007000,55888000,-26653000,-9588000,None,-59182000,50909000,None,None,None,None,None,None,None,None,None,None,-323000,None,6295000,-43058000,None,-17542000
