fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2012-03-31,USD,0,9383000,0,0,0,0,0,0,None,None,None,0,None,None,None,None,0,0,None,0,None,0,None,0
2012-06-30,USD,0,10536000,0,0,0,0,0,0,None,None,None,0,None,None,None,None,0,0,None,0,None,0,None,0
2012-09-30,USD,0,11227000,0,0,0,0,0,0,None,None,None,0,None,None,None,None,0,0,None,0,None,0,None,0
2012-12-31,USD,21442000,12373000,22077000,22077000,0,31596000,0,0,None,None,None,1638000,None,None,None,None,0,32000,None,0,None,0,None,0
2013-03-31,USD,6597612,13885185,7287573,7287573,-3147240,0,0,10597028,None,None,None,0,None,None,None,876457,-4711223,7881,None,0,None,-3147240,-2270783,-6751248
2013-06-30,USD,6899775,14846366,7946591,7946591,-3205977,18306000,0,11317322,None,None,None,1540000,None,None,None,1035701,-5245313,7881,None,0,None,-3205977,-2170276,-7364129
2013-09-30,USD,7277373,16698903,9421530,9421530,-4182320,10428000,0,11459693,None,None,None,2241677,None,None,None,1378063,-6487761,7882,None,0,None,-4246084,-2868021,-6495643
2013-12-31,USD,6418181,17720322,11302141,11302141,-1845140,10647034,0,8263321,None,None,None,2921481,None,None,None,2654856,-5211334,7881,None,0,None,-2289853,365003,-5219215
2014-03-31,USD,9293125,19350197,10057072,10057072,-2301404,10645000,0,11594529,None,None,None,2791222,None,None,None,1588005,-5134224,8000,None,0,None,-2343002,-754997,-5142224
2014-06-30,USD,10072845,20386038,10313193,10313193,-3328419,12484000,0,13401264,None,None,None,2886904,None,None,None,1536091,-6258800,8000,None,0,None,-3371896,-1835805,-6266800
2014-09-30,USD,10873987,22519672,11645685,11645685,-1338419,12212406,0,12212406,None,None,None,8027950,None,-8136822,None,1620761,-9475241,8000,None,-9483241,None,-1338419,282342,-9483241
2014-12-31,USD,11978518,24508205,12529687,12529687,550551,11427967,0,11427967,None,None,None,16844703,None,None,None,1679956,-16428997,17753,None,-37339017,None,887927,2567883,-16446750
2015-03-31,USD,13253019,27054674,13801655,13801655,-2538684,15791703,0,15791703,None,None,None,37538,None,-33390,None,1754905,-2572074,15000,None,-2587074,None,-2424579,-669674,-2587074
2015-06-30,USD,13660164,28359404,14699240,14699240,-2034140,15694304,0,15694304,None,None,None,110679,None,-179510,None,1869377,-2213650,15000,None,-2228650,None,-2078083,-208706,-2228650
2015-09-30,USD,14046546,30570506,16523960,16523960,-1538452,15584998,0,15584998,None,None,None,113820,None,-121898,None,1918749,-1660350,15000,None,-1675350,None,-2013698,-94949,-1675350
2015-12-31,USD,13689413,30201788,16512375,16512375,2868687,11225809,0,10820726,None,None,None,192530,None,783741,None,2030504,2792778,12516,None,2780262,None,2861689,4892193,2780262
2016-03-31,USD,14887887,31453700,16565813,16565813,-1599195,16487082,0,16487082,None,None,None,116738,None,-40869,None,2071272,-1756802,15000,None,-1771802,None,-1599195,472077,-1771802
2016-06-30,USD,14911804,33002209,18090405,18090405,-2974942,17886746,0,17886746,None,None,None,159292,None,-93768,None,2166405,-3228002,15000,None,-3243002,None,-1394942,771463,-3243002
2016-09-30,USD,15350877,34536151,19185274,19185274,808197,14542680,0,14542680,None,None,None,214067,None,41601,None,2720436,635731,15000,None,620731,None,555197,3275633,620731
2016-12-31,USD,15220314,34061456,18841142,18841142,1550989,13669324,0,13669325,None,None,None,208022,None,-88814,None,2929055,1254153,20754,None,1233400,None,1514991,4444046,1233399
2017-03-31,USD,15803277,34513935,18710658,18710658,-2740471,18543748,0,18543748,None,None,None,175977,None,57677,None,3049127,-2858771,20754,None,-2879525,None,-2682791,366336,-2879525
2017-06-30,USD,18169837,39968983,21799146,21799146,-1827121,19996958,0,19996958,None,None,None,189701,None,-614586,None,3146492,-2631408,20754,None,-2652162,None,-2441711,704781,-2652162
2017-09-30,USD,19502729,41199780,21697051,21697051,199024,19303705,0,19303705,None,None,None,465253,None,41435,None,3215554,-224794,20754,None,-245548,None,299024,3514578,-245548
2017-12-31,USD,18940075,40696512,21756437,21756437,1617318,2578128,284574,17322757,None,None,None,79560,None,-9930,None,3281182,1527827,12933,None,1514894,None,1725318,5006500,1514894
2018-03-31,USD,20128018,43169601,23041583,23041583,-3409926,23537944,0,23537944,None,None,None,69000,None,-22977,None,3334348,-3501905,19032,None,-3520937,None,-3498355,-164007,-3520937
2018-06-30,USD,22877892,47624956,24747064,24747064,-3409631,23221524,0,26287523,None,None,None,97923,None,26067,None,3461032,-3481487,19032,None,-3500519,None,-3316631,144401,-3500519
2018-09-30,USD,23615953,50799601,27183648,27183648,43639,23572314,0,23572314,None,None,None,94381,None,-27392,None,3622894,-78134,19032,None,-97166,None,163639,3786533,-97166
