fiscalDateEnding,reportedEPS
1996-12-31,1.09
1997-12-31,1.24
1998-12-31,1.35
1999-12-31,1.51
2000-12-31,1.72
2001-12-31,1.9
2002-12-31,2.27
2003-12-31,2.65
2004-12-31,3.1
2005-12-31,3.5
2006-12-31,3.76
2007-12-31,4.15
2008-12-31,4.55
2009-12-31,4.63
2010-12-31,4.76
2011-12-31,5
2012-12-31,5.11
2013-12-31,5.52
2014-12-31,5.97
2015-12-31,6.2
2016-12-31,6.68
2017-12-31,7.3
2018-12-31,8.18
2019-12-31,8.68
2020-12-31,8.03
2021-12-31,9.8
2022-12-31,10.16
2023-12-31,10.43
2024-12-31,9.99
2025-12-31,10.8
2026-03-31,2.7
